set,name,year,num_parts,price,theme
562004-1,Cute Dog,2020,31,NA,Friends
562005-1,Dressing Table,2020,36,NA,Friends
562006-1,Beach Bar,2020,30,NA,Friends
562007-1,Sweet Dolphin,2020,21,NA,Friends
562008-1,Sea Lion,2020,28,NA,Friends
562009-1,Andrea's Magic Show,2020,30,NA,Friends
562010-1,Turtle's Paradise,2020,29,NA,Friends
562011-1,Stephanie's Pizza Bakery,2020,32,NA,Friends
562012-1,Hamster Sled,2020,21,NA,Friends
562101-1,Performing Dog,2021,19,NA,Friends
60000-1,Fire Motorcycle,2013,40,6.99,Town
60001-1,Fire Rescue,2013,80,11.99,Town
60002-1,Fire Truck,2013,209,19.99,Town
60003-1,Fire Emergency,2013,301,39.99,Town
60004-1,Fire Station,2013,753,99.99,Town
60005-1,Fire Boat,2013,223,29.99,Town
60006-1,Police ATV,2013,51,6.99,Town
60007-1,High Speed Chase,2013,284,29.99,Town
60008-1,Museum Break-in,2013,563,69.99,Town
60009-1,Helicopter Arrest,2013,352,49.99,Town
60010-1,Fire Helicopter,2013,225,NA,Town
60011-1,Surfer Rescue,2013,32,6.99,Town
60012-1,Coast Guard 4 x 4,2013,128,19.99,Town
60013-1,Coast Guard Helicopter,2013,231,39.99,Town
60014-1,Coast Guard Patrol,2013,450,79.99,Town
60015-1,Coast Guard Plane,2013,281,44.99,Town
60016-1,Tanker Truck,2013,191,19.99,Town
60017-1,Flatbed Truck,2013,212,19.99,Town
60018-1,Cement Mixer,2013,221,19.99,Town
60019-1,Stunt Plane,2013,140,19.99,Town
60020-1,Cargo Truck,2013,320,39.99,Town
60021-1,Cargo Heliplane,2013,393,44.99,Town
60022-1,Cargo Terminal,2013,658,99.99,Town
60023-1,City Starter Set,2013,272,29.99,Town
60025-1,Grand Prix Truck,2013,323,29.99,Town
60026-1,Town Square,2013,918,119.99,Town
60027-1,Monster Truck Transporter,2013,307,29.99,Town
60031-1,City Corner,2013,484,NA,Town
60032-1,Arctic Snowmobile,2014,44,6.99,Town
60033-1,Arctic Ice Crawler,2014,113,14.99,Town
60034-1,Arctic Helicrane,2014,262,39.99,Town
60035-1,Arctic Outpost,2014,374,49.99,Town
60036-1,Arctic Base Camp,2014,733,89.99,Town
60041-1,Crook Pursuit,2014,38,6.99,Town
60042-1,High Speed Police Chase,2014,110,19.99,Town
60043-1,Prisoner Transporter,2014,197,24.99,Town
60044-1,Mobile Police Unit,2014,375,44.99,Town
60045-1,Police Patrol,2014,408,44.99,Town
60046-1,Helicopter Surveillance,2014,528,74.99,Town
60047-1,Police Station,2014,854,99.99,Town
60048-1,Police Dog Unit,2014,249,29.99,Town
60049-1,Helicopter Transporter,2014,382,44.99,Town
60050-1,Train Station,2014,423,64.99,Town
60051-1,High-Speed Passenger Train,2014,606,149.99,Town
60052-1,Cargo Train,2014,889,199.99,Town
60053-1,Race Car,2014,100,9.99,Town
60054-1,Light Repair Truck,2014,95,9.99,Town
60055-1,Monster Truck,2014,78,9.99,Town
60056-1,Tow Truck,2014,227,19.99,Town
60057-1,Camper Van,2014,195,19.99,Town
60058-1,SUV with Watercraft,2014,219,19.99,Town
60059-1,Logging Truck,2014,228,19.99,Town
60060-1,Auto Transporter,2014,350,29.99,Town
60061-1,Airport Fire Truck,2014,326,29.99,Town
6006139-1,Best Friends Promotional Brick Set,2012,2,NA,Friends
60062-1,Arctic Icebreaker,2014,718,129.99,Town
60064-1,Arctic Supply Plane,2014,374,49.99,Town
60065-1,ATV Patrol,2015,59,6.99,Town
60066-1,Swamp Police Starter Set,2015,78,9.99,Town
60067-1,Helicopter Pursuit,2015,253,39.99,Town
60068-1,Crooks' Hideout,2015,473,69.99,Town
60069-1,Swamp Police Station,2015,707,89.99,Town
60070-1,Water Plane Chase,2015,263,29.99,Town
60071-1,Hovercraft Arrest,2015,331,44.99,Town
60072-1,Demolition Starter Set,2015,85,9.99,Town
60073-1,Service Truck,2015,233,24.99,Town
60074-1,Bulldozer,2015,384,39.99,Town
60075-1,Excavator and Truck,2015,311,49.99,Town
60076-1,Demolition Site,2015,776,89.99,Town
60077-1,Space Starter Set,2015,107,9.99,Town
60078-1,Utility Shuttle,2015,155,24.99,Town
60079-1,Training Jet Transporter,2015,448,49.99,Town
60080-1,Spaceport,2015,586,119.99,Town
60081-1,Pickup Tow Truck,2015,209,19.99,Town
60082-1,Dune Buggy Trailer,2015,222,19.99,Town
60083-1,Snowplow Truck,2015,196,19.99,Town
60084-1,Racing Bike Transporter,2015,178,19.99,Town
60085-1,4x4 with Powerboat,2015,302,29.99,Town
60086-1,City Starter Set,2015,242,29.99,Town
60088-1,Fire Starter Set,2015,92,9.99,Town
60090-1,Deep Sea Scuba Scooter,2015,42,6.99,Town
60091-1,Deep Sea Starter Set,2015,90,9.99,Town
60092-1,Deep Sea Submarine,2015,274,39.99,Town
60093-1,Deep Sea Helicopter,2015,388,49.99,Town
60095-1,Deep Sea Exploration Vessel,2015,718,119.99,Town
60096-1,Deep Sea Operation Base,2015,907,99.99,Town
60097-1,City Square,2015,1683,189.99,Town
60098-1,Heavy-Haul Train,2015,984,199.99,Town
60100-1,Airport Starter Set,2016,81,9.99,Town
60101-1,Airport Cargo Plane,2016,157,24.99,Town
60102-1,Airport VIP Service,2016,364,49.99,Town
60103-1,Airport Air Show,2016,678,89.99,Town
60104-1,Airport Passenger Terminal,2016,694,99.99,Town
60105-1,Fire ATV,2016,64,6.99,Town
60106-1,Fire Starter Set,2016,90,9.99,Town
60107-1,Fire Ladder Truck,2016,214,24.99,Town
60108-1,Fire Response Unit,2016,257,39.99,Town
60109-1,Fire Boat,2016,415,79.99,Town
60110-1,Fire Station,2016,920,99.99,Town
60111-1,Fire Utility Truck,2016,368,39.99,Town
60112-1,Fire Engine,2016,376,49.99,Town
60113-1,Rally Car,2016,104,9.99,Town
60114-1,Race Boat,2016,95,9.99,Town
60115-1,4 x 4 Off Roader,2016,184,19.99,Town
60116-1,Ambulance Plane,2016,183,19.99,Town
60117-1,Van & Caravan,2016,250,19.99,Town
60118-1,Garbage Truck,2016,248,19.99,Town
60119-1,Ferry,2016,301,29.99,Town
60120-1,Volcano Starter Set,2016,83,9.99,Town
60121-1,Volcano Exploration Truck,2016,175,24.99,Town
60122-1,Volcano Crawler,2016,324,39.99,Town
6012298-1,Ninjago Promotional Polybag,2012,11,NA,Ninjago
60123-1,Volcano Supply Helicopter,2016,330,49.99,Town
60124-1,Volcano Exploration Base,2016,824,119.99,Town
60125-1,Volcano Heavy-Lift Helicopter,2016,1277,149.99,Town
60126-1,Tire Escape,2016,47,6.99,Town
60127-1,Prison Island Starter Set,2016,92,9.99,Town
60128-1,Police Pursuit,2016,184,24.99,Town
60129-1,Police Patrol Boat,2016,200,49.99,Town
60130-1,Prison Island,2016,754,89.99,Town
60131-1,Crooks Island,2016,244,29.99,Town
60132-1,Service Station,2016,515,89.99,Town
60134-1,People Pack - Fun in the Park,2016,159,39.99,Town
60135-1,ATV Arrest,2017,47,6.99,Town
60136-1,Police Starter Set,2017,80,9.99,Town
60137-1,Tow Truck Trouble,2017,144,24.99,Town
60138-1,High-speed Chase,2017,294,39.99,Town
60139-1,Mobile Command Center,2017,374,49.99,Town
60140-1,Bulldozer Break-In,2017,561,69.99,Town
60141-1,Police Station,2017,894,99.99,Town
60142-1,Money Transporter,2017,138,19.99,Town
60143-1,Auto Transport Heist,2017,403,49.99,Town
60144-1,Race Plane,2017,89,9.99,Town
60145-1,Buggy,2017,81,9.99,Town
60146-1,Stunt Truck,2017,91,9.99,Town
60147-1,Fishing Boat,2017,145,19.99,Town
60148-1,ATV Race Team,2017,239,19.99,Town
60149-1,4x4 with Catamaran,2017,198,19.99,Town
60150-1,Pizza Van,2017,249,19.99,Town
60151-1,Dragster Transporter,2017,333,29.99,Town
60152-1,Sweeper & Excavator,2017,299,29.99,Town
60153-1,People Pack - Fun At The Beach,2017,169,39.99,Town
60154-1,Bus Station,2017,337,49.99,Town
60156-1,Jungle Buggy,2017,53,6.99,Town
60157-1,Jungle Starter Set,2017,88,9.99,Town
60158-1,Jungle Cargo Helicopter,2017,201,19.99,Town
60159-1,Jungle Halftrack Mission,2017,378,39.99,Town
60160-1,Jungle Mobile Lab,2017,426,59.99,Town
60161-1,Jungle Exploration Site,2017,813,119.99,Town
60162-1,Jungle Air Drop Helicopter,2017,1250,149.99,Town
60163-1,Coast Guard Starter Set,2017,76,9.99,Town
60164-1,Sea Rescue Plane,2017,141,19.99,Town
60165-1,4 x 4 Response Unit,2017,347,39.99,Town
60166-1,Heavy-Duty Rescue Helicopter,2017,415,59.99,Town
60167-1,Coast Guard Head Quarters,2017,795,119.99,Town
60168-1,Sailboat Rescue,2017,196,29.99,Town
60169-1,Cargo Terminal,2017,740,79.99,Town
60170-1,Off-Road Chase,2018,37,6.99,Town
60171-1,Mountain Fugitives,2018,88,9.99,Town
60172-1,Dirt Road Pursuit,2018,297,39.99,Town
60173-1,Mountain Arrest,2018,303,59.99,Town
60174-1,Mountain Police Headquarters,2018,663,89.99,Town
60175-1,Mountain River Heist,2018,387,49.99,Town
60176-1,Wild River Escape,2018,126,19.99,Town
60177-1,Airshow Jet,2018,87,9.99,Town
60178-1,Speed Record Car,2018,78,9.99,Town
60179-1,Ambulance Helicopter,2018,190,19.99,Town
60180-1,Monster Truck,2018,192,19.99,Town
60181-1,Forest Tractor,2018,174,19.99,Town
60182-1,Pickup & Caravan,2018,344,29.99,Town
60183-1,Heavy Cargo Transport,2018,310,29.99,Town
60184-1,Mining Team,2018,82,9.99,Town
60185-1,Mining Power Splitter,2018,127,19.99,Town
60186-1,Mining Heavy Driller,2018,294,49.99,Town
60188-1,Mining Experts Site,2018,883,99.99,Town
60190-1,Arctic Ice Glider,2018,50,6.99,Town
60191-1,Arctic Exploration Team,2018,70,9.99,Town
60192-1,Arctic Ice Crawler,2018,200,24.99,Town
60193-1,Arctic Air Transport,2018,277,39.99,Town
60194-1,Arctic Scout Truck,2018,322,59.99,Town
60195-1,Arctic Mobile Exploration Base,2018,786,119.99,Town
60196-1,Arctic Supply Aircraft,2018,707,79.99,Town
60197-1,Passenger Train,2018,677,159.99,Town
60198-1,Cargo Train,2018,1226,229.99,Town
60200-1,Capital City,2018,1211,149.99,Town
60202-1,People Pack - Outdoor Adventures,2018,164,39.99,Town
60203-1,Ski Resort,2019,806,89.99,Town
60204-1,City Hospital,2018,861,99.99,Town
60205-1,Tracks,2018,20,19.99,Town
60206-1,Sky Police Jet Patrol,2019,54,9.99,Town
60207-1,Sky Police Drone Chase,2019,192,29.99,Town
60208-1,Sky Police Parachute Arrest,2019,218,39.99,Town
60209-1,Sky Police Diamond Heist,2019,400,59.99,Town
60210-1,Sky Police Air Base,2019,529,89.99,Town
60212-1,Barbecue Burn Out,2019,64,9.99,Town
60213-1,Dock Side Fire,2019,98,19.99,Town
60214-1,Burger Bar Fire Rescue,2019,327,39.99,Town
60215-1,Fire Station,2019,510,69.99,Town
60216-1,Downtown Fire Brigade,2019,943,99.99,Town
60217-1,Fire Plane,2019,363,59.99,Town
60218-1,Desert Rally Racer,2019,75,9.99,Town
60219-1,Construction Loader,2019,88,9.99,Town
60220-1,Garbage Truck,2019,90,19.99,Town
60221-1,Diving Yacht,2019,149,19.99,Town
60222-1,Snow Groomer,2019,197,19.99,Town
60223-1,Harvester Transport,2019,358,29.99,Town
60224-1,Satellite Service Mission,2019,84,9.99,Town
60225-1,Rover Testing Drive,2019,202,29.99,Town
60226-1,Mars Research Shuttle,2019,273,39.99,Town
60227-1,Lunar Space Station,2019,412,59.99,Town
60228-1,Deep Space Rocket and Launch Control,2019,837,99.99,Town
60229-1,Rocket Assembly & Transport,2019,1062,149.99,Town
60230-1,People Pack – Space Research and Development,2019,209,39.99,Town
60231-1,Fire Chief Response Truck,2019,201,29.99,Town
60232-1,Garage Center,2019,234,49.99,Town
60233-1,Donut Shop Opening,2019,790,89.99,Town
60234-1,People Pack - Fun Fair,2019,184,39.99,Town
60236-1,Straight and T-junction,2019,2,14.99,Town
60237-1,Curve and Crossroad,2019,2,14.99,Town
60238-1,Switch Tracks,2018,8,15.99,Town
60239-1,Police Patrol Car,2019,92,9.99,Town
60240-1,Kayak Adventure,2019,84,9.99,Town
60241-1,Police Dog Unit,2020,65,9.99,Town
60242-1,Police Highway Arrest,2020,185,29.99,Town
60243-1,Police Helicopter Chase,2020,209,39.99,Town
60244-1,Police Helicopter Transport,2020,317,49.99,Town
60245-1,Police Monster Truck Heist,2020,362,59.99,Town
60246-1,Police Station,2020,731,99.99,Town
60247-1,Forest Fire,2020,84,9.99,Town
60248-1,Fire Helicopter Response,2020,93,29.99,Town
60249-1,Street Sweeper,2020,89,9.99,Town
60250-1,Mail Plane,2020,74,9.99,Town
60251-1,Monster Truck,2020,55,9.99,Town
60252-1,Construction Bulldozer,2020,126,19.99,Town
60253-1,Ice-cream Truck,2020,200,19.99,Town
60254-1,Race Boat Transporter,2020,239,29.99,Town
60255-1,Stunt Team,2020,62,9.99,Town
60256-1,Racing Cars,2020,190,29.99,Town
60257-1,Service Station,2020,354,49.99,Town
60258-1,Tuning Workshop,2020,897,99.99,Town
60260-1,Air Race,2020,140,39.99,Town
60261-1,Central Airport,2020,286,59.99,Town
60262-1,Passenger Airplane,2020,669,99.99,Town
60263-1,Ocean Mini Submarine,2020,41,9.99,Town
60264-1,Ocean Exploration Submarine,2020,286,39.99,Town
60265-1,Ocean Exploration Base,2020,497,79.99,Town
60266-1,Ocean Exploration Ship,2020,747,149.99,Town
60267-1,Safari Off-roader,2020,168,19.99,Town
60270-1,Police Brick Box,2020,301,39.99,Town
60271-1,Main Square,2020,1518,199.99,Town
60272-1,Elite Police Boat Transport,2020,166,29.99,Town
60273-1,Elite Police Driller Chase,2020,179,29.99,Town
60274-1,Elite Police Lighthouse Arrest,2020,189,29.99,Town
60275-1,Police Helicopter,2021,51,9.99,Town
60276-1,Police Prisoner Transport,2021,244,29.99,Town
60277-1,Police Patrol Boat,2021,276,59.99,Town
60279-1,Fire Hazard Truck,2021,88,9.99,Town
60280-1,Fire Ladder Truck,2021,88,29.99,Town
60281-1,Fire Rescue Helicopter,2021,212,39.99,Town
60282-1,Fire Command Unit,2021,380,59.99,Town
60283-1,Holiday Camper Van,2021,190,19.99,Town
60284-1,Roadwork Truck,2021,58,9.99,Town
60285-1,Sports Car,2021,89,9.99,Town
60286-1,Beach Rescue ATV,2021,79,9.99,Town
60287-1,Tractor,2021,148,19.99,Town
60288-1,Race Buggy Transporter,2021,210,19.99,Town
60289-1,Airshow Jet Transporter,2021,281,29.99,Town
60290-1,Skate Park,2021,195,39.99,Town
60291-1,Family House,2021,388,59.99,Town
60292-1,Town Center,2021,791,99.99,Town
60304-1,Road Plates,2021,112,19.99,Town
60305-1,Car Transporter,2021,342,29.99,Town
60306-1,Shopping Street,2021,533,79.99,Town
6031636-1,Friends Promotional Pack,2013,4,NA,Friends
6043173-1,Friends Baking Set,2013,23,NA,Friends
6162839-1,Supplemental Pack for Set 21303,2015,10,NA,Ideas
6176782-1,Escape the Space Slug,2016,161,NA,Star Wars
6211760-1,Detention Block Rescue,2017,220,NA,Star Wars
6252770-1,Leia Organa,2017,18,NA,Star Wars
6252808-1,Chewbacca,2018,22,NA,Star Wars
6252810-1,Han Solo,2018,23,NA,Star Wars
6252811-1,Obi-Wan Kenobi,2018,18,NA,Star Wars
6252812-1,Luke Skywalker,2018,20,NA,Star Wars
6291437-1,Sakura Tree,2020,147,NA,Architecture
6910-1,Mini Sports Car,2012,70,5.99,Creator
6911-1,Mini Fire Truck,2012,69,5.99,Creator
6912-1,Super Soarer,2012,130,14.99,Creator
6913-1,Blue Roadster,2012,152,14.99,Creator
6914-1,Prehistoric Hunters,2012,191,17.99,Creator
70500-1,Kai's Fire Mech,2013,102,9.99,Ninjago
70501-1,Warrior Bike,2013,210,19.99,Ninjago
70502-1,Cole's Earth Driller,2013,171,19.99,Ninjago
70503-1,Golden Dragon,2013,252,29.99,Ninjago
70504-1,Garmatron,2013,328,39.99,Ninjago
70505-1,Temple of Light,2013,565,69.99,Ninjago
70588-1,Titanium Ninja Tumbler,2016,343,29.99,Ninjago
70589-1,Rock Roader,2016,406,39.99,Ninjago
70590-1,Airjitzu Battle Grounds,2016,666,59.99,Ninjago
70591-1,Kryptarium Prison Breakout,2016,208,19.99,Ninjago
70592-1,Salvage M.E.C.,2016,439,39.99,Ninjago
70593-1,The Green NRG Dragon,2016,566,49.99,Ninjago
70594-1,The Lighthouse Siege,2016,775,69.99,Ninjago
70595-1,Ultra Stealth Raider,2016,1094,99.99,Ninjago
70596-1,Samurai X Cave Chaos,2016,1255,119.99,Ninjago
70599-1,Cole's Dragon,2016,98,9.99,Ninjago
70600-1,Ninja Bike Chase,2016,231,19.99,Ninjago
70601-1,Sky Shark,2016,222,19.99,Ninjago
70602-1,Jay's Elemental Dragon,2016,350,29.99,Ninjago
70603-1,Raid Zeppelin,2016,295,29.99,Ninjago
70604-1,Tiger Widow Island,2016,450,49.99,Ninjago
70605-1,Misfortune's Keep,2016,754,79.99,Ninjago
70606-1,Spinjitzu Training,2017,109,9.99,Ninjago
70607-1,NINJAGO City Chase,2017,233,19.99,Ninjago
70608-1,Master Falls,2017,312,29.99,Ninjago
70609-1,Manta Ray Bomber,2017,341,29.99,Ninjago
70610-1,Flying Jelly Sub,2017,341,29.99,Ninjago
70611-1,Water Strider,2017,494,29.99,Ninjago
70612-1,Green Ninja Mech Dragon,2017,544,49.99,Ninjago
70613-1,Garma Mecha Man,2017,747,59.99,Ninjago
70614-1,Lightning Jet,2017,876,59.99,Ninjago
70615-1,Fire Mech,2017,944,69.99,Ninjago
70616-1,Ice Tank,2017,914,79.99,Ninjago
70617-1,Temple of The Ultimate Ultimate Weapon,2017,1403,99.99,Ninjago
70618-1,Destiny's Bounty,2017,2296,159.99,Ninjago
70620-1,NINJAGO City,2017,4873,299.99,Ninjago
70621-1,The Vermillion Attack,2017,83,9.99,Ninjago
70622-1,Desert Lightning,2017,201,19.99,Ninjago
70623-1,Destiny's Shadow,2017,360,29.99,Ninjago
70624-1,Vermillion Invader,2017,313,29.99,Ninjago
70625-1,Samurai VXL,2017,430,49.99,Ninjago
70626-1,Dawn of Iron Doom,2017,704,59.99,Ninjago
70627-1,Dragon's Forge,2017,1137,79.99,Ninjago
70628-1,Lloyd - Spinjitzu Master,2017,49,9.99,Ninjago
70629-1,Piranha Attack,2017,217,19.99,Ninjago
70631-1,Garmadon's Volcano Lair,2017,521,49.99,Ninjago
70632-1,Quake Mech,2017,1202,89.99,Ninjago
70633-1,Kai - Spinjitzu Master,2018,62,9.99,Ninjago
70634-1,Nya - Spinjitzu Master,2018,70,9.99,Ninjago
70635-1,Jay - Spinjitzu Master,2018,69,9.99,Ninjago
70636-1,Zane - Spinjitzu Master,2018,70,9.99,Ninjago
70637-1,Cole - Spinjitzu Master,2018,74,9.99,Ninjago
70638-1,Katana V11,2018,257,19.99,Ninjago
70639-1,Street Race of Snake Jaguar,2018,308,29.99,Ninjago
70640-1,S.O.G. Headquarters,2018,531,39.99,Ninjago
70641-1,Ninja Nightcrawler,2018,552,39.99,Ninjago
70642-1,Killow vs. Samurai X,2018,556,49.99,Ninjago
70643-1,Temple of Resurrection,2018,765,69.99,Ninjago
70644-1,Golden Dragon Master,2018,93,14.99,Ninjago
70645-1,Cole - Dragon Master,2018,93,14.99,Ninjago
70646-1,Jay - Dragon Master,2018,93,14.99,Ninjago
70647-1,Kai - Dragon Master,2018,93,14.99,Ninjago
70648-1,Zane - Dragon Master,2018,92,14.99,Ninjago
70650-1,Destiny's Wing,2018,181,19.99,Ninjago
70651-1,Throne Room Showdown,2018,222,19.99,Ninjago
70652-1,Stormbringer,2018,497,39.99,Ninjago
70653-1,Firstbourne,2018,891,69.99,Ninjago
70654-1,Dieselnaut,2018,1188,109.99,Ninjago
70655-1,Dragon Pit,2018,1669,129.99,Ninjago
70656-1,"garmadon, Garmadon, GARMADON!",2017,829,79.99,Ninjago
70657-1,NINJAGO City Docks,2018,3555,229.99,Ninjago
70658-1,Oni Titan,2018,527,49.99,Ninjago
70659-1,Spinjitzu Kai,2019,97,9.99,Ninjago
70660-1,Spinjitzu Jay,2019,97,9.99,Ninjago
70661-1,Spinjitzu Zane,2019,109,9.99,Ninjago
70662-1,Spinjitzu Cole,2019,117,9.99,Ninjago
70663-1,Spinjitzu Nya & Wu,2019,227,19.99,Ninjago
70664-1,Spinjitzu Lloyd vs. Garmadon,2019,208,19.99,Ninjago
70665-1,The Samurai Mech,2019,154,14.99,Ninjago
70666-1,The Golden Dragon,2019,171,19.99,Ninjago
70667-1,Kai’s Blade Cycle & Zane’s Snowmobile,2019,377,29.99,Ninjago
70668-1,Jay’s Storm Fighter,2019,490,39.99,Ninjago
70669-1,Cole’s Earth Driller,2019,579,49.99,Ninjago
70670-1,Monastery of Spinjitzu,2019,1080,79.99,Ninjago
70671-1,Lloyd's Journey,2019,82,14.99,Ninjago
70672-1,Cole's Dirt Bike,2019,221,19.99,Ninjago
70673-1,ShuriCopter,2019,363,29.99,Ninjago
70674-1,Fire Fang,2019,465,39.99,Ninjago
70675-1,Katana 4x4,2019,461,49.99,Ninjago
70676-1,Lloyd's Titan Mech,2019,878,79.99,Ninjago
70677-1,Land Bounty,2019,1187,129.99,Ninjago
70678-1,Castle of the Forsaken Emperor,2019,1219,99.99,Ninjago
70679-1,The Ultra Dragon,2019,950,84.99,Ninjago
70680-1,Monastery Training,2019,131,9.99,Ninjago
70681-1,Spinjitzu Slam - Lloyd,2019,70,9.99,Ninjago
70682-1,Spinjitzu Slam - Jay,2019,72,9.99,Ninjago
70683-1,Spinjitzu Slam - Zane,2019,64,9.99,Ninjago
70684-1,Spinjitzu Slam - Kai vs. Samurai,2019,163,19.99,Ninjago
70685-1,Spinjitzu Burst Cole,2020,48,9.99,Ninjago
70686-1,Spinjitzu Burst Kai,2020,48,9.99,Ninjago
70687-1,Spinjitzu Burst Lloyd,2020,48,9.99,Ninjago
70720-1,Hover Hunter,2014,79,11.99,Ninjago
70721-1,Kai Fighter,2014,196,19.99,Ninjago
70722-1,OverBorg Attack,2014,207,19.99,Ninjago
70723-1,Thunder Raider,2014,334,29.99,Ninjago
70724-1,NinjaCopter,2014,516,59.99,Ninjago
70725-1,Nindroid MechDragon,2014,691,89.99,Ninjago
70726-1,Destructoid,2014,253,34.99,Ninjago
70727-1,X-1 Ninja Charger,2014,426,39.99,Ninjago
70728-1,Battle for Ninjago City,2014,1222,119.99,Ninjago
70730-1,Chain Cycle Ambush,2015,299,29.99,Ninjago
70731-1,Jay Walker One,2015,385,39.99,Ninjago
70732-1,City of Stiix,2015,1069,99.99,Ninjago
70733-1,Blaster Bike,2015,212,19.99,Ninjago
70734-1,Master Wu Dragon,2015,576,39.99,Ninjago
70735-1,Ronin R.E.X.,2015,547,49.99,Ninjago
70736-1,Attack of the Morro Dragon,2015,658,69.99,Ninjago
70737-1,Titan Mech Battle,2015,755,59.99,Ninjago
70738-1,Final Flight of Destiny's Bounty,2015,1261,119.99,Ninjago
70739-1,Airjitzu Kai Flyer,2015,47,9.99,Ninjago
70740-1,Airjitzu Jay Flyer,2015,46,9.99,Ninjago
70741-1,Airjitzu Cole Flyer,2015,48,9.99,Ninjago
70742-1,Airjitzu Zane Flyer,2015,43,9.99,Ninjago
70743-1,Airjitzu Morro Flyer,2015,47,9.99,Ninjago
70744-1,Airjitzu Wrayth Flyer,2015,44,9.99,Ninjago
70745-1,Anacondrai Crusher,2015,219,19.99,Ninjago
70746-1,Condrai Copter Attack,2015,311,29.99,Ninjago
70747-1,Boulder Blaster,2015,236,29.99,Ninjago
70748-1,Titanium Dragon,2015,361,39.99,Ninjago
70749-1,Enter the Serpent,2015,529,59.99,Ninjago
70750-1,Ninja DB X,2015,756,79.99,Ninjago
70751-1,Temple of Airjitzu,2015,2030,199.99,Ninjago
70752-1,Jungle Trap,2015,58,6.99,Ninjago
70753-1,Lava Falls,2015,94,7.99,Ninjago
70754-1,ElectroMech,2015,153,14.99,Ninjago
70755-1,Jungle Raider,2015,188,19.99,Ninjago
70756-1,Dojo Showdown,2015,215,24.99,Ninjago
71006-1,The Simpsons House,2014,2547,199.99,Town
71016-1,The Kwik-E-Mart,2015,2179,199.99,Town
71699-1,Thunder Raider,2020,548,49.99,Ninjago
71700-1,Jungle Raider,2020,127,9.99,Ninjago
71701-1,Kai's Fire Dragon,2020,81,19.99,Ninjago
71702-1,Golden Mech,2020,489,39.99,Ninjago
71703-1,Storm Fighter Battle,2020,166,29.99,Ninjago
71704-1,Kai Fighter,2020,513,39.99,Ninjago
71705-1,Destiny's Bounty,2020,1782,129.99,Ninjago
71706-1,Cole's Speeder Car,2020,52,9.99,Ninjago
71707-1,Kai's Mech Jet,2020,226,19.99,Ninjago
71708-1,Gamer's Market,2020,228,29.99,Ninjago
71709-1,Jay and Lloyd's Velocity Racers,2020,323,29.99,Ninjago
71710-1,Ninja Tuner Car,2020,427,39.99,Ninjago
71711-1,Jay's Cyber Dragon,2020,527,49.99,Ninjago
71712-1,Empire Temple of Madness,2020,820,79.99,Ninjago
71713-1,Empire Dragon,2020,295,29.99,Ninjago
71714-1,Kai Avatar - Arcade Pod,2020,58,9.99,Ninjago
71715-1,Jay Avatar - Arcade Pod,2020,56,9.99,Ninjago
71716-1,Lloyd Avatar - Arcade Pod,2020,49,9.99,Ninjago
71717-1,Journey to the Skull Dungeons,2020,401,29.99,Ninjago
71718-1,Wu's Battle Dragon,2020,321,19.99,Ninjago
71719-1,Zane's Mino Creature,2020,617,49.99,Ninjago
71720-1,Fire Stone Mech,2020,977,69.99,Ninjago
71721-1,Skull Sorcerer's Dragon,2020,1016,79.99,Ninjago
71722-1,Skull Sorcerer's Dungeons,2020,1179,99.99,Ninjago
71730-1,Epic Battle Set - Kai vs. Skulkin,2021,70,9.99,Ninjago
71731-1,Epic Battle Set - Zane vs. Nindroid,2021,66,9.99,Ninjago
71732-1,Epic Battle Set - Jay vs. Serpentine,2021,78,9.99,Ninjago
71733-1,Epic Battle Set - Cole vs. Ghost Warrior,2021,60,9.99,Ninjago
71735-1,Tournament of Elements,2021,291,29.99,Ninjago
71736-1,Boulder Blaster,2021,449,39.99,Ninjago
71737-1,X-1 Ninja Charger,2021,599,49.99,Ninjago
71738-1,Zane's Titan Mech Battle,2021,851,59.99,Ninjago
71741-1,NINJAGO City Gardens,2021,5709,299.99,Ninjago
71742-1,Overlord Dragon,2021,372,29.99,Ninjago
7291-1,Street Rebel,2012,196,19.99,Creator
7292-1,Propeller Adventures,2012,244,19.99,Creator
7345-1,Transport Chopper,2012,383,34.99,Creator
7346-1,Seaside House,2012,415,49.99,Creator
7347-1,Highway Pickup,2012,805,79.99,Creator
75000-1,Clone Troopers vs. Droidekas,2013,124,12.99,Star Wars
75001-1,Republic Troopers vs. Sith Troopers,2013,63,12.99,Star Wars
75002-1,AT-RT,2013,222,19.99,Star Wars
75003-1,A-wing Starfighter,2013,177,24.99,Star Wars
75004-1,Z-95 Headhunter,2013,373,49.99,Star Wars
75005-1,Rancor Pit,2013,381,59.99,Star Wars
75006-1,Jedi Starfighter & Planet Kamino,2013,61,9.99,Star Wars
75007-1,Republic Assault Ship & Planet Coruscant,2013,74,9.99,Star Wars
75008-1,TIE Bomber & Asteroid Field,2013,60,9.99,Star Wars
75009-1,Snowspeeder & Planet Hoth,2013,69,9.99,Star Wars
75010-1,B-wing Starfighter & Planet Endor,2013,83,9.99,Star Wars
75011-1,Tantive IV & Planet Alderaan,2013,102,9.99,Star Wars
75012-1,BARC Speeder with Sidecar,2013,226,24.99,Star Wars
75013-1,Umbaran MHC (Mobile Heavy Cannon),2013,493,49.99,Star Wars
