Council,SiteID,Site,Indicator,Date,RawValue,Symbol,Value,Region
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2017-09-13T00:00:00Z,410,NA,410,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2017-10-11T00:00:00Z,2300,NA,2300,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2017-11-15T00:00:00Z,170,NA,170,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2017-12-13T00:00:00Z,2200,NA,2200,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-01-17T00:00:00Z,530,NA,530,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-02-14T00:00:00Z,300,NA,300,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-03-14T00:00:00Z,130,NA,130,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-04-11T00:00:00Z,1100,NA,1100,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-05-16T00:00:00Z,410,NA,410,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-06-13T00:00:00Z,380,NA,380,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-07-11T00:00:00Z,1100,NA,1100,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-08-15T00:00:00Z,81,NA,81,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-09-12T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-10-10T00:00:00Z,170,NA,170,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-11-14T00:00:00Z,390,NA,390,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2018-12-12T00:00:00Z,690,NA,690,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-01-16T00:00:00Z,2300,NA,2300,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-02-13T00:00:00Z,300,NA,300,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-03-13T00:00:00Z,280,NA,280,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-04-10T00:00:00Z,360,NA,360,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-05-15T00:00:00Z,210,NA,210,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-06-12T00:00:00Z,370,NA,370,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-07-17T00:00:00Z,470,NA,470,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-08-14T00:00:00Z,69,NA,69,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-09-18T00:00:00Z,69,NA,69,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-10-16T00:00:00Z,120,NA,120,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-11-13T00:00:00Z,750,NA,750,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2019-12-11T00:00:00Z,3500,NA,3500,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-01-29T00:00:00Z,990,NA,990,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-02-19T00:00:00Z,2100,NA,2100,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-03-11T00:00:00Z,540,NA,540,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-05-20T00:00:00Z,760,NA,760,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-06-17T00:00:00Z,140,NA,140,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-07-22T00:00:00Z,58,NA,58,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-08-19T00:00:00Z,54,NA,54,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-09-16T00:00:00Z,63,NA,63,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-10-14T00:00:00Z,660,NA,660,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-11-11T00:00:00Z,1200,NA,1200,manawatu-whanganui
HRC,00088,oroua trib at u/s kimbolton stp,ECOLI,2020-12-09T00:00:00Z,1600,NA,1600,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2006-01-15T00:00:00Z,1150,NA,1150,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2006-02-26T00:00:00Z,490,NA,490,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2006-03-30T00:00:00Z,990,NA,990,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2006-08-23T00:00:00Z,630,NA,630,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2006-09-28T00:00:00Z,2750,NA,2750,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2006-10-25T00:00:00Z,7700,NA,7700,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2006-11-29T00:00:00Z,9200,NA,9200,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2006-12-20T00:00:00Z,1400,NA,1400,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2007-01-30T00:00:00Z,910,NA,910,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2007-02-28T00:00:00Z,1350,NA,1350,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2007-03-26T00:00:00Z,660,NA,660,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2007-04-30T00:00:00Z,780,NA,780,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2007-06-28T00:00:00Z,225,NA,225,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2007-11-01T00:00:00Z,430,NA,430,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2008-03-04T00:00:00Z,1200,NA,1200,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2008-09-25T00:00:00Z,325.5,NA,325.5,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2008-10-30T00:00:00Z,404.4,NA,404.4,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2008-11-26T00:00:00Z,794,NA,794,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2008-12-18T00:00:00Z,285,NA,285,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-01-29T00:00:00Z,373,NA,373,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-02-26T00:00:00Z,428,NA,428,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-03-26T00:00:00Z,33,NA,33,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-04-16T00:00:00Z,1723,NA,1723,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-05-28T00:00:00Z,153,NA,153,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-06-25T00:00:00Z,122,NA,122,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-07-29T00:00:00Z,276,NA,276,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-08-25T00:00:00Z,181.9,NA,181.9,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-09-30T00:00:00Z,14136,NA,14136,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-10-27T00:00:00Z,5475,NA,5475,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-11-23T00:00:00Z,404,NA,404,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2009-12-17T00:00:00Z,270,NA,270,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-01-28T00:00:00Z,547.5,NA,547.5,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-02-24T00:00:00Z,410,NA,410,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-03-10T00:00:00Z,884,NA,884,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-04-21T00:00:00Z,1421,NA,1421,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-05-20T00:00:00Z,809,NA,809,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-07-22T00:00:00Z,224,NA,224,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-08-19T00:00:00Z,2420,NA,2420,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-09-23T00:00:00Z,850,NA,850,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-10-21T00:00:00Z,410,NA,410,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-11-17T00:00:00Z,308,NA,308,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2010-12-14T00:00:00Z,100,NA,100,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-01-20T00:00:00Z,100,NA,100,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-02-24T00:00:00Z,310,NA,310,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-03-24T00:00:00Z,970,NA,970,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-04-14T00:00:00Z,310,NA,310,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-05-26T00:00:00Z,416,NA,416,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-06-23T00:00:00Z,140,NA,140,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-07-21T00:00:00Z,93,NA,93,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-08-24T00:00:00Z,261,NA,261,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-09-21T00:00:00Z,121,NA,121,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-10-19T00:00:00Z,687,NA,687,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-11-23T00:00:00Z,3300,NA,3300,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2011-12-15T00:00:00Z,2900,NA,2900,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-01-25T00:00:00Z,980,NA,980,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-02-22T00:00:00Z,4900,NA,4900,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-03-21T00:00:00Z,650,NA,650,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-04-12T00:00:00Z,920,NA,920,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-05-24T00:00:00Z,93,NA,93,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-06-21T00:00:00Z,1600,NA,1600,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-07-19T00:00:00Z,140,NA,140,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-08-23T00:00:00Z,370,NA,370,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-09-20T00:00:00Z,59,NA,59,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-10-17T00:00:00Z,3464,NA,3464,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-11-21T00:00:00Z,232,NA,232,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2012-12-05T00:00:00Z,176,NA,176,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-01-23T00:00:00Z,146,NA,146,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-02-03T00:00:00Z,186,NA,186,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-03-20T00:00:00Z,1444,NA,1444,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-04-17T00:00:00Z,3922,NA,3922,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-05-22T00:00:00Z,890,NA,890,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-06-19T00:00:00Z,5199,NA,5199,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-07-17T00:00:00Z,164,NA,164,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-08-21T00:00:00Z,170,NA,170,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-09-18T00:00:00Z,238,NA,238,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-10-16T00:00:00Z,2908,NA,2908,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-11-20T00:00:00Z,6212,NA,6212,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2013-12-18T00:00:00Z,953,NA,953,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-01-21T00:00:00Z,6212,NA,6212,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-02-26T00:00:00Z,762,NA,762,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-03-19T00:00:00Z,328,NA,328,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-04-14T00:00:00Z,1164,NA,1164,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-05-21T00:00:00Z,353,NA,353,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-06-18T00:00:00Z,405,NA,405,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-07-23T00:00:00Z,134,NA,134,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-08-20T00:00:00Z,380,NA,380,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-09-17T00:00:00Z,875,NA,875,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-10-22T00:00:00Z,434,NA,434,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-11-19T00:00:00Z,767,NA,767,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2014-12-15T00:00:00Z,558,NA,558,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-01-21T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-02-25T00:00:00Z,280,NA,280,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-03-18T00:00:00Z,370,NA,370,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-04-22T00:00:00Z,1300,NA,1300,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-05-20T00:00:00Z,450,NA,450,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-06-17T00:00:00Z,190,NA,190,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-07-22T00:00:00Z,150,NA,150,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-08-19T00:00:00Z,1100,NA,1100,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-09-16T00:00:00Z,120,NA,120,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-10-21T00:00:00Z,950,NA,950,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-11-18T00:00:00Z,420,NA,420,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2015-12-16T00:00:00Z,540,NA,540,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-01-27T00:00:00Z,70,NA,70,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-02-24T00:00:00Z,250,NA,250,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-03-16T00:00:00Z,18000,NA,18000,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-04-20T00:00:00Z,150,NA,150,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-05-18T00:00:00Z,860,NA,860,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-06-23T00:00:00Z,990,NA,990,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-07-20T00:00:00Z,160,NA,160,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-08-24T00:00:00Z,740,NA,740,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-09-20T00:00:00Z,380,NA,380,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-10-19T00:00:00Z,780,NA,780,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-11-23T00:00:00Z,430,NA,430,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2016-12-21T00:00:00Z,280,NA,280,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-01-25T00:00:00Z,170,NA,170,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-02-22T00:00:00Z,460,NA,460,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-03-22T00:00:00Z,650,NA,650,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-04-19T00:00:00Z,320,NA,320,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-05-18T00:00:00Z,6200,NA,6200,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-06-21T00:00:00Z,120,NA,120,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-07-19T00:00:00Z,590,NA,590,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-08-24T00:00:00Z,180,NA,180,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-09-20T00:00:00Z,360,NA,360,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-10-18T00:00:00Z,540,NA,540,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-11-22T00:00:00Z,540,NA,540,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2017-12-18T00:00:00Z,170,NA,170,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-01-24T00:00:00Z,510,NA,510,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-02-21T00:00:00Z,1100,NA,1100,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-03-21T00:00:00Z,1100,NA,1100,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-04-18T00:00:00Z,810,NA,810,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-05-23T00:00:00Z,2500,NA,2500,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-06-20T00:00:00Z,250,NA,250,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-07-18T00:00:00Z,8,NA,8,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-08-23T00:00:00Z,>9700,>,9700,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-09-19T00:00:00Z,540,NA,540,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-10-17T00:00:00Z,350,NA,350,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-11-21T00:00:00Z,350,NA,350,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2018-12-19T00:00:00Z,61000,NA,61000,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-01-23T00:00:00Z,140,NA,140,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-02-20T00:00:00Z,840,NA,840,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-03-20T00:00:00Z,570,NA,570,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-04-16T00:00:00Z,180,NA,180,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-05-23T00:00:00Z,330,NA,330,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-06-20T00:00:00Z,180,NA,180,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-07-25T00:00:00Z,190,NA,190,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-08-22T00:00:00Z,1700,NA,1700,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-09-26T00:00:00Z,2500,NA,2500,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-10-23T00:00:00Z,2300,NA,2300,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-11-20T00:00:00Z,360,NA,360,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2019-12-16T00:00:00Z,1500,NA,1500,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-01-22T00:00:00Z,270,NA,270,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-02-26T00:00:00Z,100,NA,100,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-03-18T00:00:00Z,4,NA,4,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-05-28T00:00:00Z,170,NA,170,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-06-25T00:00:00Z,230,NA,230,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-07-29T00:00:00Z,180,NA,180,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-08-26T00:00:00Z,910,NA,910,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-09-24T00:00:00Z,960,NA,960,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-10-21T00:00:00Z,460,NA,460,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-11-19T00:00:00Z,990,NA,990,manawatu-whanganui
HRC,00089,mowhanau stream at footbridge,ECOLI,2020-12-16T00:00:00Z,97,NA,97,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2015-07-22T00:00:00Z,360,NA,360,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2015-08-19T00:00:00Z,4500,NA,4500,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2015-09-16T00:00:00Z,150,NA,150,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2015-10-21T00:00:00Z,330,NA,330,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2015-11-18T00:00:00Z,590,NA,590,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2015-12-16T00:00:00Z,560,NA,560,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-01-27T00:00:00Z,520,NA,520,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-02-24T00:00:00Z,340,NA,340,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-03-16T00:00:00Z,350,NA,350,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-04-20T00:00:00Z,290,NA,290,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-05-18T00:00:00Z,3900,NA,3900,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-06-22T00:00:00Z,450,NA,450,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-07-20T00:00:00Z,630,NA,630,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-08-24T00:00:00Z,200,NA,200,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-09-20T00:00:00Z,420,NA,420,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-10-19T00:00:00Z,560,NA,560,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-11-23T00:00:00Z,320,NA,320,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2016-12-21T00:00:00Z,340,NA,340,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-01-25T00:00:00Z,20,NA,20,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-02-22T00:00:00Z,330,NA,330,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-03-22T00:00:00Z,140,NA,140,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-04-19T00:00:00Z,260,NA,260,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-05-17T00:00:00Z,5700,NA,5700,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-06-21T00:00:00Z,160,NA,160,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-07-19T00:00:00Z,380,NA,380,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-08-24T00:00:00Z,140,NA,140,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-09-20T00:00:00Z,250,NA,250,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-10-18T00:00:00Z,570,NA,570,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-11-22T00:00:00Z,320,NA,320,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2017-12-18T00:00:00Z,4200,NA,4200,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2018-01-24T00:00:00Z,170,NA,170,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2018-02-21T00:00:00Z,690,NA,690,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2018-03-21T00:00:00Z,130,NA,130,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2018-04-18T00:00:00Z,1000,NA,1000,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2018-05-23T00:00:00Z,3500,NA,3500,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2018-06-20T00:00:00Z,1500,NA,1500,manawatu-whanganui
HRC,00090,kai-iwi at handley road,ECOLI,2018-07-18T00:00:00Z,210,NA,210,manawatu-whanganui
