school,long,lat,x,y
St Joseph's Catholic School (Fairfield),175.274386,-37.766687,1800329.2643143279,5817635.157284669
St Joseph's Catholic School (Matamata),175.777829,-37.813278,1844527.0487262318,5811266.069526097
St Joseph's Catholic School (Matata),176.757791,-37.891227,1930469.411765218,5799592.319741769
St Joseph's Catholic School (Morrinsville),175.532269,-37.65486,1823382.997672599,5829461.096079274
St Joseph's Catholic School (Opotiki),177.285677,-38.002364,1976344.4573086312,5785247.575881321
St Joseph's Catholic School (Paeroa),175.679643,-37.386368,1837235.2230486851,5858895.352976449
St Joseph's Catholic School (Te Aroha),175.710818,-37.540324,1839503.7129543703,5841731.252253739
St Joseph's Catholic School (Te Kuiti),175.164606,-38.340262,1789175.63341123,5754213.776672574
St Joseph's Catholic School (Waihi),175.845002,-37.392955,1851855.8862092365,5857735.370264355
St Joseph's Catholic School (Whakatane),176.98254,-37.964493,1949893.9623703542,5790637.043012121
St Mary's Catholic School (Putāruru),175.77944,-38.047376,1843893.541278096,5785280.965613915
St Mary's Catholic School (Rotorua),176.248196,-38.146855,1884649.7491058693,5772904.0647605425
St Mary's Catholic School (Tauranga),176.166143,-37.706388,1879119.6336656485,5822041.509733453
St Michael's Catholic School (Rotorua),176.21988,-38.131417,1882227.2357642823,5774704.259080857
St Patrick's Catholic School (Taumarunui),175.259539,-38.880474,1795997.087756553,5694060.638736447
St Patrick's Catholic School (Te Awamutu),175.319307,-38.008559,1803618.858834132,5790696.808570154
St Paul's Catholic School (Ngaruawahia),175.155337,-37.672652,1790082.3411531618,5828318.321998946
St Peter Chanel Catholic School (Te Rapa),175.253233,-37.76428,1798472.2887206853,5817947.375554937
St Peter's Catholic School (Cambridge),175.472146,-37.892754,1817380.2445376115,5803202.703906197
St Pius X Catholic School (Melville),175.288082,-37.81316,1801409.5115395244,5812448.596325748
Stanley Avenue School,175.697473,-37.547302,1838302.208135751,5840990.804434098
Strathmore School,175.87129,-38.233595,1851314.7008480516,5764367.67942341
Sunset Primary School,176.223221,-38.139067,1882490.6240365067,5773844.954294642
Te Kura o Tahaaroa,174.732873,-38.149441,1751837.9013810097,5776185.389364406
Tahuna School,175.489287,-37.501903,1820040.7595736473,5846536.502168056
Tainui Full Primary School,175.85781,-38.241778,1850106.5476066086,5763495.999004122
Tairua School,175.846526,-37.011525,1853263.3902904715,5900060.17253815
Tamahere Model Country School,175.354046,-37.8265,1807179.5149860552,5810823.916124911
Taneatua School,177.009344,-38.065102,1951767.6670157816,5779366.352590956
Tapu School,175.501159,-36.985384,1822605.580912784,5903824.882223803
Tarrangower School,175.25191,-38.867918,1795369.6523517787,5695470.555996278
Tatuanui School,175.597466,-37.621803,1829236.9480654122,5832972.162979433
Tauhara School,176.100389,-38.691376,1869659.5171368397,5712907.500955588
Tauhei Combined School,175.429338,-37.602195,1814452.9444361657,5835545.731305764
Taumarunui Primary School,175.27109,-38.883558,1796990.6363755334,5693693.471477564
Taupiri School,175.187846,-37.613665,1793102.4361665759,5834797.427753173
Taupo Intermediate,176.096893,-38.69762,1869331.940535858,5712224.7031346
Taupo School,176.073775,-38.687286,1867359.48524342,5713439.550546434
Tauranga Intermediate,176.15575,-37.712212,1878181.3771945317,5821426.062935907
Tauranga Primary School,176.16398,-37.691996,1878982.8961629882,5823645.319888892
Gate Pa School,176.145836,-37.711142,1877311.2212252892,5821574.255927879
Tauriko School,176.095296,-37.740732,1872746.252377494,5818438.732092372
Tauwhare School,175.455519,-37.77285,1816267.9735667175,5816547.619807043
Tāwera Bilingual School,176.98582,-38.151864,1949288.7285453803,5769823.126967533
Te Akau School,174.873561,-37.668977,1765237.8211907968,5829260.342733247
Te Aroha Primary School,175.709553,-37.537543,1839400.8266108527,5842043.0996973105
Te Awamutu Intermediate,175.332486,-38.017685,1804750.6332698043,5789655.110756848
Te Awamutu Primary School,175.318627,-38.012106,1803549.3370418593,5790304.671160738
Te Kauwhata Primary School,175.145245,-37.404211,1789872.0582978565,5858125.922402701
Te Kowhai School,175.153339,-37.739282,1789736.081040705,5820928.679254865
Te Kuiti Primary School,175.159609,-38.329334,1788767.239021852,5755436.759756985
Te Mahoe School,176.816074,-38.108728,1934605.2712623077,5775238.6453363905
Te Mata School (Raglan),174.867008,-37.880361,1764191.4761163385,5805816.144979296
TKKM o Te Matai,176.359637,-37.791991,1895840.9437142548,5811945.010871576
Te Miro School,175.545052,-37.807123,1824051.2126902025,5812533.203789849
Te Pahu School,175.138918,-37.923811,1787996.1875347532,5800480.973282131
Te Poi School,175.847828,-37.870703,1850495.6853534104,5804707.203298418
Te Puke Intermediate,176.315236,-37.796326,1891912.9239086062,5811603.608576861
Te Puke Primary School,176.316123,-37.7876,1892025.4377349345,5812569.375237554
Te Puna School,176.076681,-37.675658,1871343.0083662714,5825715.25407563
Te Ranga School,176.272442,-37.904354,1887723.1188328485,5799746.056969847
Te Rapa School,175.236038,-37.739398,1797023.5077847145,5820744.861398831
Te Rerenga School,175.596634,-36.754585,1831801.4090715584,5929207.414623
Te Kura O Te Teko,176.797505,-38.0342,1933315.153196095,5783579.050515377
Te Uku School,174.957155,-37.828021,1772241.8711636509,5811461.551340553
Te Waotu School,175.68954,-38.144246,1835691.8659146503,5774762.267073158
Thames South School,175.54827,-37.14458,1826325.4143980062,5886048.493996002
Thornton School,176.863286,-37.92534,1939593.2070632465,5795425.695367738
Tirau Primary School,175.75529,-37.975561,1842010.2172456966,5793314.393278975
Tirohanga School,175.910031,-38.469025,1853882.0569382901,5738130.8606604105
Tirohia School,175.6484,-37.43151,1834327.909166175,5853964.005168123
Tokoroa Central School,175.864815,-38.221156,1850790.604281657,5765765.848568684
Tokoroa Intermediate,175.859139,-38.227692,1850271.2032732214,5765055.796500352
Tokoroa North School,175.853813,-38.212817,1849855.825320846,5766721.152086116
Turaki School,175.268344,-38.886258,1796744.9746546317,5693399.732018514
Turua Primary School,175.568916,-37.242176,1827865.699478341,5875169.057306515
Upper Atiamuri School,176.068046,-38.332959,1868173.634660906,5752785.780659531
Vardon School,175.256973,-37.763356,1798804.2381800043,5818041.965424006
Waerenga School,175.266455,-37.371726,1800688.22045244,5861479.528725736
Te Kura o Waharoa,175.754739,-37.760019,1842668.3460584607,5817236.991984601
Waihi Beach School,175.938503,-37.405929,1860090.1294571229,5856041.554003316
Waihi East School,175.856227,-37.38184,1852887.1736103375,5858938.825062076
Waihi Central School,175.838774,-37.389972,1851314.396833591,5858083.037908358
Waikaretu School,174.83214,-37.543431,1761856.3169783186,5843263.058123618
Waikino School,175.770574,-37.409518,1845211.6875199515,5856093.570310263
Waikite Valley School,176.256792,-38.341913,1884640.5895938135,5751226.385555954
Waimana School,177.072258,-38.143098,1956909.3405489405,5770466.614983326
Waimata School,175.869656,-37.426822,1853924.4235954883,5853910.721737415
Waingaro School,174.96916,-37.675486,1773654.7808651575,5828365.225089268
Te Kura o Waioweka,177.293329,-38.083395,1976600.4883428616,5776219.797323316
Te Kura Māori ā Rohe o Waiohau,176.841698,-38.224309,1936320.4213016923,5762314.631738312
Waiotahe Valley School,177.192318,-38.026417,1968022.034191822,5782951.401107336
Waipa School,175.149737,-37.676024,1789579.825284697,5827955.491235583
Waipahihi School,176.08711,-38.717522,1868406.4399574308,5710044.30352566
Wairakei School,176.101477,-38.619088,1870025.7422651255,5720928.302221495
Te Kura o Waitahanui,176.076788,-38.787768,1867246.4555799325,5702277.137027661
Waitakaruru School,175.393144,-37.236201,1812288.7599799165,5876240.970386157
Waitetuna School,175.030893,-37.846604,1778687.0879944058,5809260.881852149
Waitomo Caves School,175.109611,-38.261418,1784568.6005898658,5763074.791312664
Walton School,175.697237,-37.732947,1837688.616815543,5820389.115904313
Wairere School,175.778843,-37.72336,1844912.989642948,5821242.564961664
Welcome Bay School,176.196543,-37.727465,1881720.4015581505,5819611.032201875
Westbrook School,176.218749,-38.150636,1882053.9847843866,5772574.45898925
Western Heights Primary School (Rotorua),176.213391,-38.130547,1881661.6701077707,5774820.56827737
Whakamarama School,175.99405,-37.717145,1863906.5217995362,5821347.06634103
Whakamaru School,175.808139,-38.426748,1845134.0804509649,5743099.463856018
Whakarewarewa School,176.264262,-38.157958,1886014.6047904002,5771622.164778838
Whakatane Intermediate,176.970443,-37.961255,1948846.088052139,5791041.982472848
Whangamarino School,176.344225,-38.026681,1893548.1455656767,5785943.838544279
Te Kura Mana Māori o Whangaparaoa,177.997524,-37.574822,2041434.8164150915,5829601.075054473
ACG Parnell College,174.778126,-36.863654,1758499.8979143372,5918777.029675061
Wharepapa South School,175.534875,-38.142835,1822140.244713668,5775300.853602693
Whatawhata School,175.157421,-37.792271,1789960.136470946,5815040.336418489
Whenuakite School,175.777175,-36.914996,1847404.1269207043,5910954.370296327
Whitikahu School,175.345927,-37.611213,1807063.634310472,5834732.379607249
Whitiora School,175.270037,-37.779594,1799911.3735112997,5816212.181016337
Woodlands School (Opotiki),177.262899,-38.038857,1974157.2944863674,5781287.952986012
Woodstock School,175.273488,-37.768756,1800244.5747823725,5817407.484791813
Marian Catholic School (Hamilton),175.295006,-37.790843,1802079.9164915157,5814910.173849972
Kaponga School,174.149432,-39.426204,1698932.7542917093,5635295.085902653
Crawshaw School,175.232276,-37.773944,1796600.486105727,5816919.251595736
Manaia School (Taranaki),174.122763,-39.546564,1696470.7929819378,5621965.902687397
Matapu School,174.226633,-39.478529,1705498.6995653338,5629400.296105816
Trentham School,175.044632,-41.12885,1771626.3521225667,5444924.509614845
Koraunui School,174.984856,-41.180552,1766477.564804927,5439300.582855133
Tautoro School,173.840289,-35.472842,1676234.9570170615,6074194.080480634
Maromaku School,174.105051,-35.486657,1700239.115601597,6072425.161379617
Moerewa School,174.00882,-35.39392,1691614.7176447967,6082804.110175266
TKKM o Taumarere,174.021052,-35.388157,1692732.1876579504,6083431.881444404
Awahono School - Grey Valley,171.538347,-42.347611,1479609.1913105987,5310593.194961686
Paparoa Range School,171.311438,-42.452015,1461149.531669126,5298653.860282716
Geraldine Primary School,171.238854,-44.096874,1459030.8938416308,5115859.605400715
Winchester Rural School,171.278429,-44.189987,1462415.1584006068,5105584.358950755
Temuka Primary School,171.286994,-44.246309,1463230.1401786353,5099342.7829359025
Oceanview Heights School,171.230872,-44.379556,1459068.5553775649,5084447.301360566
Grantlea Downs School,171.235534,-44.374383,1459427.560636255,5085029.911786525
Barton Rural School,171.171625,-44.409939,1454424.1813155487,5080968.788291322
Bluestone School,171.226384,-44.398364,1458756.2845748896,5082350.439305186
Beaconsfield School,171.129705,-44.434245,1451148.179305121,5078193.527707735
Timaru South School,171.249835,-44.408464,1460647.827679875,5081268.755753486
New River Primary,168.358161,-46.4347,1243416.0925949034,4847175.025612677
Fernworth Primary School,168.369961,-46.431532,1244301.8102190704,4847580.236979662
Newfield Park School,168.380453,-46.420631,1245036.8634034407,4848838.545373034
Donovan Primary School,168.340624,-46.378906,1241703.1708142336,4853294.1550477985
Bluff School,168.344302,-46.602359,1243452.2214021394,4828485.813112674
Lake Brunner School,171.480778,-42.575944,1475321.3122386332,5285155.679623486
Ahititi School,174.606811,-38.8584,1739417.4100032302,5697710.037531051
Auroa School,174.044642,-39.483067,1689840.0431749271,5629093.930224217
Avon School,174.284729,-39.351029,1710696.9986107089,5643481.18001036
Bell Block School,174.14481,-39.035752,1699082.5766790865,5678632.495559245
Central School Te Kura Waenga O Ngāmotu,174.079959,-39.059186,1693438.7371749713,5676100.523023542
Devon Intermediate,174.054111,-39.063582,1691196.642161477,5675638.919393619
Egmont Village School,174.14538,-39.14647,1698977.0076875333,5666344.677937462
Eltham School,174.29777,-39.434458,1711687.575087943,5634205.820799356
Fitzroy School,174.102942,-39.047956,1695442.4085744862,5677322.915353476
Frankley School,174.056453,-39.090983,1691363.91726532,5672595.701155044
Hāwera Primary School,174.275218,-39.592863,1709497.6560854092,5616652.740688863
Highlands Intermediate,174.089797,-39.074297,1694269.8438318297,5674413.399592014
Huiakama School,174.568249,-39.261338,1735299.8678376102,5653049.8093153
Huirangi School,174.249859,-39.051773,1708150.354501179,5676734.843258319
Inglewood Primary School,174.200311,-39.15922,1703705.2420293996,5664868.343197653
Kaimata School,174.291619,-39.161147,1711591.3484173308,5664546.132024903
Lepperton School,174.209864,-39.062237,1704674.023268587,5675620.387094733
Makahu School,174.631143,-39.292842,1740663.2707304158,5649457.418620771
Mangorei School,174.107552,-39.089713,1695784.8783391172,5672684.012762867
Manukorihi Intermediate,174.243148,-38.999725,1707648.558077736,5682518.936945861
Marco School,174.749718,-39.10776,1751285.9194172723,5669807.701023239
Marfell Community School,174.045053,-39.075471,1690397.8000073999,5674328.570700233
Matiere School,175.102121,-38.764669,1782636.7134051064,5707239.551367753
Merrilands School,174.103854,-39.063254,1695500.718911844,5675624.240376917
Midhirst School,174.264152,-39.290782,1709017.4474786907,5650192.5585981775
Mimi School,174.450167,-38.970822,1725626.8950423696,5685461.327004079
Mokau School,174.617569,-38.697235,1740667.228475634,5715579.076974547
Mokoia School,174.337196,-39.615751,1714781.8267571637,5614035.099818493
Moturoa School,174.035675,-39.064092,1689600.9663552989,5675600.654581901
Ngaere School,174.30155,-39.395477,1712075.3074978187,5638527.423924832
Norfolk School,174.231892,-39.200784,1706371.2169078372,5660219.003270482
Normanby School,174.272881,-39.54089,1709378.6231056838,5622423.91951194
Oakura School,173.958018,-39.118918,1682818.21405194,5669589.953996193
Ōmata School,174.01991,-39.093952,1688199.845018407,5672302.324603881
Ongarue School,175.288157,-38.712404,1798946.7511919201,5712652.244915119
Opunake School,173.854786,-39.449975,1673546.8448652732,5632938.666719609
Pembroke School,174.229136,-39.32274,1705949.4508754867,5646687.409314065
Puketapu School (New Plymouth),174.15163,-39.025257,1699687.6040403326,5679789.741098098
Ramanui School,174.280051,-39.599619,1709901.9796095672,5615897.008697255
Ratapiko School,174.322325,-39.20033,1714180.9187717875,5660159.357416638
Rawhitiroa School,174.360467,-39.424228,1717100.6700679427,5635261.6777486885
Spotswood Primary School,174.034114,-39.073657,1689453.8380599613,5674540.705155872
St John Bosco School (New Plymouth),174.102278,-39.051143,1695380.661099817,5676969.930565829
St Joseph's School (Hawera),174.280071,-39.589682,1709919.4038316323,5616999.869020711
St Joseph's School (New Plymouth),174.050768,-39.063408,1690907.638223215,5675661.577583178
St Joseph's School (Opunake),173.859688,-39.449516,1673969.1108557065,5632985.59747733
St Joseph's School (Stratford),174.284851,-39.344073,1710718.4889857902,5644253.029986487
St Joseph's School (Waitara),174.229207,-39.006109,1706431.7513174044,5681826.8571254
St Patrick's School (Kaponga),174.151078,-39.429392,1699069.9158086735,5634939.463505282
St Patrick's School (Inglewood),174.209938,-39.158502,1704538.0897274183,5664936.976740974
St Pius X School (New Plymouth),174.083019,-39.07539,1693682.0719310956,5674299.110702075
Stratford Primary School,174.278697,-39.339603,1710195.1874579983,5644756.6471025925
Tawhiti School,174.288885,-39.581158,1710689.8478617992,5617935.112073584
Tikorangi School,174.27925,-39.034255,1710720.9924928634,5678643.579846694
Tokirima School,175.012311,-38.939053,1774406.5391088128,5688061.404689257
Toko School,174.407667,-39.324463,1721336.1218442167,5646271.740604097
Turuturu School,174.269433,-39.572082,1709033.4729337497,5618966.2011753395
Urenui School,174.390118,-38.99921,1720376.577445574,5682392.005036091
Uruti School,174.52966,-38.944846,1732562.0536001003,5688231.453226728
Vogeltown School,174.077899,-39.079676,1693233.535258842,5673828.730060578
Waitara Central School,174.233298,-39.004424,1706788.5186564038,5682009.060725974
Waitara East School,174.243855,-38.99398,1707718.492943196,5683155.6606970215
Waitoriki School,174.244445,-39.134058,1707556.7760405114,5667609.42214555
Welbourn School,174.092675,-39.072168,1694521.6438769025,5674646.679786725
West End Te Kura O Morere,174.055625,-39.062198,1691329.4127379789,5675790.990530952
Westown School,174.063478,-39.072672,1691995.2473867417,5674620.70575088
Whareorino School,174.679813,-38.471893,1746537.8178092684,5740488.737634487
Woodleigh School,174.066036,-39.081566,1692204.9526132948,5673631.0881965095
Aberfeldy School,175.261857,-39.787142,1793678.7993144405,5593420.378450176
Aokautere School,175.66447,-40.363624,1826240.6630295112,5528474.560742177
Apiti School,175.873405,-39.972505,1845389.4969648477,5571339.703555518
Arahunga School,175.021474,-39.933318,1772726.5221809847,5577687.478060774
Aranui School (Wanganui),174.979866,-39.930184,1769178.7566737034,5578115.079157481
Ashhurst School,175.755127,-40.290704,1834191.4325727483,5536333.976316495
Awahou School,175.811742,-40.177357,1839403.6429075561,5548766.108706022
Awapuni School (P North),175.587987,-40.372503,1819716.8894673807,5527681.7915065875
Bainesse School,175.377492,-40.408715,1801736.2281628577,5524163.751778737
Brunswick School,175.024561,-39.843836,1773215.4826746292,5587614.045483842
Bulls School,175.385156,-40.168741,1803104.1315138037,5550786.140995164
Bunnythorpe School,175.633029,-40.282352,1823839.187896345,5537577.024014145
Carlton School,175.030805,-39.93517,1773519.1972986201,5577463.7966043325
Castlecliff School,174.992103,-39.940475,1770198.97281808,5576949.494238263
Churton School,175.083796,-39.892353,1778158.245234923,5582112.141270492
Clifton School (Bulls),175.378623,-40.179671,1802515.2559509617,5549587.731795341
Cloverlea School,175.584798,-40.345267,1819534.5102205696,5530713.333821143
TKKM o Otepoti,170.410354,-45.900146,1399119.3774230008,4913785.699846155
Coley Street School,175.29313200000001,-40.475634,1794384.4680642684,5516924.124745108
College Street Normal School,175.619958,-40.360635,1822470.541321771,5528919.360515408
Colyton School,175.648672,-40.226793,1825353.56605552,5543705.236859418
Durie Hill School,175.074217,-39.938774,1777219.4569752028,5576978.405385877
Feilding Intermediate,175.578245,-40.222731,1819373.9417543272,5544332.8297894625
Fordell School,175.199485,-39.959096,1787867.5316090754,5574466.196295884
Foxton Beach School,175.226176,-40.461327,1788748.3452309743,5518657.770877587
Foxton School,175.281985,-40.468784,1793459.1473512975,5517709.070056401
Glen Oroua School,175.411627,-40.330995,1804868.3078682413,5532713.185638634
Gonville School,175.030564,-39.943131,1773478.4902280185,5576580.582833154
Halcombe Primary School,175.498388,-40.147005,1812815.1311704782,5552933.832882631
Te Kura o Wairau,175.584622,-40.352945,1819494.6486201654,5529861.394532212
Hiwinui School,175.702583,-40.271459,1829789.7367404196,5538608.162359699
Hokowhitu School,175.6297,-40.357043,1823309.7263352156,5529293.568606455
Hunterville Consolidated School,175.564246,-39.935509,1819102.0581393659,5576252.162192927
James Cook School,175.373038,-40.078508,1802339.6505381358,5560830.46446993
Kai Iwi School,174.931957,-39.851056,1765274.6788699299,5586987.983874298
Kairanga School,175.533651,-40.347704,1815182.2267288673,5530568.506199885
Kaitieke School,175.272347,-39.101155,1796496.6813308757,5669539.820621647
Kaitoke School (Wanganui),175.100272,-39.960891,1779387.9391645978,5574471.275060466
Kakaramea School,174.446673,-39.706672,1724016.7844862933,5603798.142197971
Kakatahi School,175.335335,-39.690565,1800250.7107615166,5603979.007713586
TKKM o Tupoho,174.995812,-39.941397,1770513.5911600208,5576840.0680220695
Keith Street School,175.046264,-39.922316,1774872.8888533758,5578860.426923456
Kimbolton School,175.778381,-40.053459,1836992.862554782,5562610.1037008725
Kiwitea School,175.721275,-40.107762,1831936.650999187,5556732.318096693
TKKM o Ngati Ruanui,174.278736,-39.593946,1709798.031573445,5616528.249380842
Te Kura o Kokohuia,175.004318,-39.943697,1771234.6235448713,5576568.471107341
Kopane School,175.487357,-40.310271,1811366.9106961733,5534835.701417604
Linton Camp School,175.591489,-40.411656,1819886.7522865029,5523326.464365618
Longburn School,175.543012,-40.38489,1815858.5899884757,5526417.479002251
Lytton Street School,175.576842,-40.218404,1819268.5114770012,5544816.655081773
Manchester Street School,175.560692,-40.222117,1817882.2188697848,5544444.27773082
Mangamahu Primary School,175.362156,-39.81776,1802178.347735081,5589799.747882185
Mangaweka School,175.790341,-39.80756,1838867.15595829,5589875.983829808
Manunui School,175.323172,-38.888887,1801493.604232022,5692988.2445008205
St Marcellin School (Wanganui),175.015339,-39.937475,1772191.8503907062,5577237.905656704
Marton Junction School,175.38788,-40.087932,1803577.205880635,5559750.445807951
Marton School,175.381026,-40.070855,1803043.5652631712,5561661.805256935
Mataroa School,175.720986,-39.651711,1833454.7369988197,5607359.4738300145
Milson School,175.612512,-40.331728,1821933.0004180458,5532147.204466236
Moawhango School,175.861438,-39.580871,1845757.6811102899,5614848.386141889
Monrad - Te Kura Waenga o Tirohanga,175.592658,-40.362752,1820145.2439511246,5528752.684017822
Mosston School,175.011623,-39.920256,1771917.4184011149,5579156.398606287
Mount Biggs School,175.481579,-40.200444,1811217.3131383942,5547041.6535126455
National Park School,175.397776,-39.172556,1807134.7212459366,5661335.789148713
Newbury School,175.57127,-40.315383,1818481.8321332724,5534064.399040614
Ngamatapouri School,174.839978,-39.586433,1758008.5337074674,5616525.96901102
North Street School,175.567391,-40.214048,1818478.2172213423,5545323.557900254
Ohakune School,175.406211,-39.414808,1807147.9092209535,5634427.4162149755
Okoia School,175.12551,-39.924427,1781640.1820924913,5578467.794221889
Orautoha School,175.234524,-39.329008,1792601.7761548592,5644331.07477574
Oroua Downs School,175.319996,-40.374304,1796957.3998220663,5528113.530433247
Our Lady of Lourdes School (P North),175.595603,-40.362046,1820397.6358073656,5528823.722945518
Ōwhango School,175.379644,-38.997471,1806077.3373017905,5680810.1924565425
Central Normal School,175.60348,-40.35089,1821103.0283223237,5530042.5465256125
Palmerston North Intermediate,175.610019,-40.361293,1821624.3314660992,5528871.276669652
Papanui Junction School,175.543286,-39.67698,1818126.992055761,5605001.824151176
Parkland School (P North),175.640595,-40.350794,1824255.735302045,5529959.732620994
Pukeokahu School,176.00161,-39.615968,1857668.3235646158,5610559.337814232
Raetihi Primary School,175.278645,-39.431444,1796118.0756196883,5632866.141852856
Whare Kura Morehu ō Ratana,175.175514,-40.036629,1785609.742354407,5565909.937743674
Riverdale School (P North),175.594325,-40.377704,1820238.089992419,5527088.62221642
Rongotea School,175.42905,-40.294796,1806458.8277434625,5536691.239975998
Roslyn School,175.633244,-40.330165,1823699.5520498727,5532268.499123997
Ross Intermediate,175.625551,-40.33882,1823017.4220468784,5531327.084155901
Russell Street School,175.613127,-40.339985,1821958.1717370187,5531229.005444433
Te Kura Waenga O Rutherford | Rutherford Intermediate School,175.019272,-39.934177,1772536.1986395102,5577596.388853344
Sanson School,175.423332,-40.222301,1806192.8745152547,5544752.354492973
TKKM o Ngati Kahungunu Ki Heretaunga,176.786401,-39.642661,1924928.8801528367,5605047.340717556
South Makirikiri School,175.309685,-40.086722,1796913.595605163,5560060.866232559
St Anne's School (Wanganui),175.067237,-39.9201,1776671.068736007,5579065.095382767
St James' Catholic School Te Kura Katorika o Hato Heemi,175.631896,-40.360796,1823483.8258989595,5528871.375546912
St Johns Hill School,175.030662,-39.917144,1773552.5108166742,5579464.982835911
St Joseph's School (Feilding),175.570778,-40.220514,1818745.6646642168,5544597.396042333
St Joseph's School (Patea),174.478232,-39.759256,1726626.033053729,5597917.615143244
St Joseph's School (Taihape),175.809243,-39.685445,1840910.8165174203,5603381.291948994
St Mary's School (Wanganui),175.04975,-39.912234,1775196.5251598733,5579972.704904986
St Mary's School (Foxton),175.284335,-40.476827,1793635.2706019771,5516811.0337779615
St Matthew's School (Marton),175.376604,-40.074857,1802654.5690686419,5561227.635824432
St Mary's School (P North),175.622461,-40.338749,1822755.157442396,5531342.753531707
Takaro School,175.590336,-40.359755,1819957.8065957392,5529091.17790984
Tangimoana School,175.2492,-40.296121,1791167.26291,5536948.017097289
Taonui School,175.599626,-40.256719,1821082.719277654,5540506.562210831
Taoroa School,175.942396,-39.692148,1852306.951537689,5602270.825125838
Tawhero School,175.015497,-39.936406,1772208.0316673052,5577356.26097933
Terrace End School,175.627034,-40.34576,1823120.5201087357,5530552.893170604
Turitea School,175.619913,-40.401262,1822333.0120151425,5524409.211053693
Turakina School,175.216025,-40.049299,1789031.328983704,5564418.2418661285
Upokongaro School,175.113684,-39.866199,1780782.4852203655,5584955.210993917
Waiouru School,175.673128,-39.468546,1829952.6512194031,5627815.118199578
Waitotara School,174.736281,-39.804515,1748634.343514596,5592497.371285698
Waituna West School,175.642707,-40.041349,1825458.4828041298,5564307.073597163
Whanganui East School,175.063803,-39.91454,1776391.8392530372,5579689.056467693
Whanganui Intermediate,175.042535,-39.928663,1774538.0600887584,5578163.2022417495
Waverley Primary School,174.62965,-39.763184,1739589.2490980183,5597256.579889106
West End School (P North),175.59988,-40.369605,1820736.1654653428,5527973.88197906
Westmere School - Whanganui,174.994822,-39.896953,1770539.2676460664,5581775.273940137
Whakarongo School,175.676376,-40.326441,1827376.6457402743,5532571.952389189
Whangaehu School,175.175478,-40.006511,1785688.3423949024,5569253.250188865
Whenuakura School,174.512585,-39.743739,1729597.9325230399,5599590.752863272
Winchester School (P North),175.642693,-40.360057,1824403.1962880827,5528926.065148338
Argyll East School,176.532535,-39.861195,1902180.296743352,5581673.942023972
Arthur Miller School,176.858077,-39.541379,1931564.7819791986,5616030.425027108
Awapuni School (Gisborne),178.01001,-38.667285,2035972.6230282728,5708217.862810131
Bledisloe School,176.851603,-39.537197,1931028.144596603,5616518.623657415
Bridge Pa School,176.754604,-39.649051,1922169.7893735347,5604452.6319208015
Camberley School,176.818642,-39.626627,1927772.1940233125,5606710.232316581
Clive School,176.92218,-39.585688,1936860.6055507262,5610872.174332974
Dannevirke South School,176.092543,-40.20929,1863192.3654019376,5544425.278085922
Ebbett Park School,176.826298,-39.644029,1928347.0958549874,5604750.083198265
Elgin School,177.993954,-38.655029,2034648.949088863,5709655.43337161
Elsthorpe School,176.812565,-39.914918,1925885.8384352063,5574723.253269296
Eskdale School,176.85281,-39.402535,1931771.9813641012,5631465.503551468
Te Kahu Amohia - Fairhaven School,176.851618,-39.536993,1931030.404881736,5616541.2183538275
Flaxmere Primary School,176.791421,-39.622396,1925454.8977508086,5607279.132306068
Flemington School (Waipukurau),176.444697,-40.149885,1893424.5043781532,5549915.66618374
Frasertown School,177.405379,-38.966593,1981728.0847315425,5677691.715855348
Frimley School,176.833354,-39.627661,1929030.441716279,5606541.55081042
Gisborne Central School,178.030442,-38.654952,2037826.945052702,5709489.910208975
Gisborne Intermediate,178.011292,-38.662329,2036114.3994372387,5708762.152588156
Greenmeadows School,176.858614,-39.529317,1931668.4446878002,5617367.679425869
Hastings Central School,176.841387,-39.645649,1929634.588628119,5604514.836951344
Hastings Intermediate,176.838712,-39.649551,1929386.4304536085,5604091.431013322
Haumoana School,176.951175,-39.625241,1939158.2383152712,5606371.272259302
Havelock North Intermediate,176.892154,-39.664526,1933901.2160375228,5602230.969866094
Havelock North Primary School,176.879959,-39.671266,1932822.3305950165,5601527.993272032
Henry Hill School,176.887624,-39.516043,1934226.4746328504,5618734.010196587
Heretaunga Intermediate,176.822682,-39.629217,1928106.8078477,5606407.891784682
Hiruharama School,178.260707,-37.928293,2062485.2147870741,5789069.463150903
Ilminster Intermediate,178.045589,-38.66985,2039054.7574004785,5707762.708860396
Irongate School,176.782714,-39.628353,1924679.3967256444,5606649.2948413985
Kaiti School,178.045197,-38.675803,2038984.1541412196,5707103.454371668
Kereru School,176.407528,-39.655869,1892352.7151408242,5604885.251014978
Kotemaori School,177.03526,-39.062472,1949172.6899471246,5668535.213584524
Kōwhai School,176.841567,-39.64652,1929645.8956534003,5604417.467763189
Lucknow School,176.871074,-39.674036,1932046.6744843759,5601253.40720257
Mahora School,176.84784,-39.625898,1930282.5738026253,5606684.04416624
Makaraka School,177.96045,-38.651239,2031754.1345673983,5710235.05195503
Makarika School,178.226095,-37.951557,2059294.9837579662,5786657.435155132
Makauri School,177.95714,-38.625058,2031623.3443785901,5713158.232920495
Mangapapa School,178.019915,-38.647988,2036952.6375718687,5710313.673965683
Mangateretere School,176.892886,-39.617724,1934189.6303629952,5607424.730389551
