school,long,lat,x,y
TKK Motuhake o Tawhiuau,176.70927,-38.460994,1923666.423988189,5736513.163347387
Mana Tamariki,175.616143,-40.349078,1822184.5185365693,5530211.965366443
Manukau Christian School,174.899782,-37.027835,1768982.0807910354,5900352.364637502
Zayed College for Girls,174.792663,-36.978829,1759555.5772791859,5905974.472007815
OneSchool Global - New Zealand,174.786583,-36.930189,1759115.5741097736,5911381.129283916
Tongariro School,175.815059,-38.98579,1843830.299720649,5681030.188527607
Wainuiomata High School,174.936203,-41.251669,1762220.7647055713,5431497.00165151
City Impact Church School,174.722963,-36.721824,1753865.7946848406,5934602.33415086
Aquinas College,176.121982,-37.750885,1875060.686074617,5817233.673885394
Wentworth College,174.791292,-36.613154,1760193.50220175,5946546.541149752
Taumata School,176.110904,-37.751294,1874082.9114449094,5817220.821965098
Ngā Taiātea Wharekura,175.231112,-37.768016,1796513.6553847324,5817579.523009565
Sancta Maria College,174.90488,-36.957848,1769590.9817227586,5908108.364552204
Putāruru College,175.786837,-38.04016,1844566.7705828901,5786062.380656494
Taieri College,170.351398,-45.875915,1394456.8036733812,4916327.561255063
Reefton Area School,171.860874,-42.115241,1505830.0670816996,5336800.742133933
Te Kura o Hirangi,175.803419,-38.984401,1842826.664911018,5681215.495967947
Te Aho o Te Kura Pounamu,174.776608,-41.274444,1748797.1099763757,5429254.260003403
Drury Christian School,174.950061,-37.096351,1773298.7824685303,5892659.842062285
Kimi Ora School,174.94265,-41.197646,1762895.0078395316,5437482.700371353
Kingslea School,172.654959,-43.521749,1572115.3980016054,5181185.393952084
Te Whānau o Otu Mātua,172.569358,-43.562158,1565220.7557896804,5176665.362165052
Salisbury School (Nelson),173.195399,-41.337559,1616349.2328532625,5423751.172045189
Twizel Area School,170.098059,-44.255248,1368336.5109159704,5095680.796579448
Ponatahi Christian School,175.522456,-41.032158,1812048.8584456763,5454607.72749121
Waiheke High School,175.027745,-36.799898,1780903.2207954144,5925407.195273731
Catholic Cathedral College,172.646599,-43.53766,1571447.2881172893,5179415.502669002
John Paul College,176.229637,-38.143035,1883037.730349002,5773384.937439406
Mt Aspiring College,169.136772,-44.68733,1293864.3286660882,5044518.806974993
Trinity Catholic College,170.496588,-45.873943,1405717.0936102292,4916910.53227842
Waikato Waldorf School ( Rudolf Steiner),175.280722,-37.725574,1800998.6496018562,5822183.851047156
Al-Madinah School,174.792438,-36.97636,1759540.705731849,5906248.7795892265
Te Kura Toitu o Te Whaiti-nui-a-Toi,176.776491,-38.589193,1928948.8239383625,5722042.216315168
Whitby Collegiate,174.894118,-41.114985,1759025.0364366993,5446749.569803663
Aurora College,168.384079,-46.43114,1245383.7454337915,4847687.325943464
Taihape Area School,175.801514,-39.675966,1840280.7841499897,5604454.28824364
Te Waha O Rerekohu Area School,178.365549,-37.633719,2073591.401398264,5821260.45872435
Coastal Taranaki School,173.881545,-39.19286,1676127.4787028893,5661451.07701973
James Hargest College,168.384284,-46.390629,1245136.309999794,4852188.900508534
Mission Heights Junior College,174.931233,-36.963908000000004,1771923.797682878,5907388.762178086
Te Mātaitihi (Proposed opening date: 2027-01-25),172.572352,-43.57476,1565469.7554958127,5175267.037977632
Tangaroa College Teen Parent Unit,174.8926,-36.97311,1768463.937801322,5906436.846243467
Holy Family School (Wanaka),169.137627,-44.67979,1293892.3190282467,5045359.598141007
TKKM o Te Kura Kokiri,176.283679,-37.723435,1889417.7468810624,5819792.235098951
Te Kura o Te Wainui-ā-Rua,175.107522,-39.582597,1780995.7636705034,5616447.153603291
Albany Senior High School,174.695766,-36.730178,1751420.4069812978,5933718.866685675
Ormiston Senior College,174.918244,-36.96796,1770758.3048014315,5906962.56164389
Stonefields School,174.840539,-36.888313,1764011.088909313,5915935.743596325
Maraekakaho School,176.6179,-39.648542,1910438.9936316027,5604991.48665243
Te Wharekura o Te Kaokaoroa o Patetere,175.774428,-38.044284,1843463.9080637505,5785637.279597231
Mission Heights Primary School,174.931665,-36.962395,1771965.663958578,5907555.849863581
ACG Sunderland,174.633796,-36.864303,1745632.2429807363,5918934.918468871
Te Matauru Primary,172.583507,-43.314642,1566226.0577244808,5204159.570038955
Te Totara Primary School,175.266642,-37.719718,1799773.360366125,5822863.834489155
Knights Stream School- Mingimingi Hautoa,172.537934,-43.570862,1562688.2801695496,5175685.074946607
West Rolleston Primary School,172.355917,-43.606888,1548021.4353557255,5171586.229833198
Ararira Springs Primary- Te Puna o Ararira,172.492975,-43.648092,1559110.2007246083,5167086.718417515
Shotover Primary School,168.776627,-45.005745,1267166.6730619585,5007728.64069914
Hingaia Peninsula School,174.916184,-37.077445,1770330.1969878578,5894818.795542603
Te Kura o Nga Ruahine Rangi,174.229208,-39.423822,1705802.9556807003,5635468.9162377715
Te Uho O Te Nikau Primary School,174.926097,-36.976126,1771439.1119584944,5906042.431910994
Te Kura Rau Iti,174.921071,-36.984807000000004,1770972.274702988,5905088.310659435
Kauri Flats School,174.949754,-37.0442,1773390.2361827677,5898446.674941078
TKKM o Ngaringaomatariki,174.409953,-36.272816,1726640.4556238845,5984869.584629444
Kumeroa School,175.989711,-40.337633,1853958.3745457192,5530476.778820781
KingsGate School,174.884558,-37.220357,1767203.6002914293,5879018.602879577
Golden Grove School,174.783874,-36.918942,1758897.6322915666,5912633.468119135
Wentworth Primary,174.793868,-36.614512,1760421.0790639955,5946391.581699647
Big Rock Primary School,170.33023,-45.949295,1393087.1685275184,4908120.170965998
Ashburton Christian School,171.77209,-43.911169,1501406.3451981305,5137260.572091858
Henderson - Teen Parent Unit - He Wero o nga Wahine,174.628297,-36.883328,1745106.035681984,5916832.5915600695
Amesbury School,174.802131,-41.199095,1751108.3387694005,5437575.553460894
Rototuna Senior High School,175.262993,-37.715977,1799461.7448256086,5823286.751202424
Murihiku Young Parents' Learning Centre,168.378062,-46.40668,1244762.3998119375,4850377.704350429
Sancta Maria Catholic Primary School,174.903914,-36.959994,1769500.2114086759,5907871.986159334
Huanui College,174.361724,-35.668291,1723244.590108722,6051987.8440782465
Silverstream Christian School,175.014553,-41.15128,1769043.7505212524,5442493.152322135
Te Karaka Area School,177.866317,-38.469047,2024630.245071259,5730908.063344585
Tamaoho School,174.883229,-37.201786,1767126.6484444276,5881081.46567298
TKKM o Tuia te Matangi,173.190247,-41.334764,1615918.8400599908,5424062.420154475
Te Kura Māori o Ngā Tapuwae,174.814456,-36.964239,1761526.278788638,5907556.464060194
Kia Aroha Campus,174.892768,-36.980854,1768461.8145346178,5905577.354475831
Tai Wananga,175.305794,-37.775345,1803072.3777141671,5816606.6097265
Kingsview School,168.727617,-45.017714,1263374.5718057011,5006196.158272694
Pa Harakeke Teen Parent Unit,175.861546,-38.225977,1850487.8257611608,5765239.627412169
Te Wharekura o Nga Purapura o Te Aroha,175.315985,-38.003127,1803342.183602012,5791306.890521864
Bathgate Park School,170.492258,-45.900329,1405473.2409896357,4913968.453853026
Carisbrook School,170.484093,-45.895389,1404822.5728714878,4914497.343531972
Te Whata Tau o Putauaki,176.706585,-38.083373,1925114.1767372608,5778442.949036723
Rolleston College,172.388514,-43.603517,1550649.3165929373,5171980.495146607
Kawerau Putauaki School,176.685504,-38.089843,1923235.954054512,5777798.421217168
Murupara Area School,176.703043,-38.455354,1923148.093972639,5737161.17876225
Kahurangi School,174.820902,-41.328369,1752381.4258846622,5423190.506984758
Tarawera High School,176.709393,-38.087207,1925343.5359492137,5778007.48909612
Nelson Teen Parent Unit,173.277873,-41.268127,1623274.5962250144,5431440.37670738
Waikato Montessori Education Centre,175.340394,-37.827156,1805976.0106518022,5810781.326267177
Levin Teen Parent Unit,175.296346,-40.629522,1794211.5412858173,5499833.190881313
Ao Tawhiti Unlimited Discovery,172.635943,-43.535939,1570585.5091485737,5179602.921901399
Te Waka Unua School,172.672639,-43.545671,1573554.6692785518,5178534.418982467
Waitākiri Primary School,172.683844,-43.488844,1574435.8681613388,5184849.040715839
Lyttelton Primary School,172.723168,-43.602344,1577657.536873245,5172255.1683943495
Ormiston Primary School,174.920677,-36.968315,1770974.1139923173,5906918.808948249
Rāwhiti School,172.717708,-43.496105,1577176.8210265313,5184052.490471431
Haeata Community Campus,172.696693,-43.514761,1575485.3177912587,5181974.6116763335
Te Tipu Whenua o Pa Harakeke,176.788895,-39.62185,1925240.5672365353,5607348.917146192
Te Pā o Rākaihautū,172.672461,-43.52931,1573533.134661447,5180351.39653727
ACG Tauranga,176.115653,-37.771596,1874426.3116503058,5814953.588467303
Rototuna Junior High School,175.263497,-37.716113,1799505.808674199,5823270.585289352
Ormiston Junior College,174.919678,-36.967849,1770886.2182239776,5906972.304805793
Rolleston Christian School,172.392912,-43.608323,1551008.1636561037,5171449.342003637
Te Rōhutu Whio,172.402071,-43.615521,1551753.0484742965,5170655.289405482
Whakatane Teen Parent Unit,176.936281,-37.942698,1945930.6089998493,5793229.742355675
Te Kura Kaupapa Maori o Te Orini ki Ngati Awa,176.971491,-37.935029,1949062.5078147177,5793949.568005638
Te Pae School (Proposed opening date: 2027-01-01),174.601463,-36.818632,1742834.8904465926,5924050.608790673
Te Manawa ō Pāpāmoa School,176.317908,-37.721212,1892444.2325936852,5819932.48519496
Scott Point School,174.660507,-36.802388,1748132.7543356044,5925762.8982169395
Meraki Montessori School,174.660048,-36.603609,1748473.7858497559,5947816.373367552
Northland College Teen Parent Unit,173.806693,-35.408492,1673245.1731636438,6081356.429716906
Porangahau School,176.617012,-40.303781,1907408.2142772633,5532244.241772677
Te Kura Kaupapa Maori o Horouta Wananga,178.006862,-38.657548,2035757.7167476574,5709314.243375215
St Francis of Assisi Catholic School,172.639393,-43.499792,1570846.8590087767,5183618.568059853
Manukura,175.612776,-40.389659,1821765.3725855004,5525715.275644881
Te Kura o Te Whānau-a-Apanui,177.695838,-37.728925,2013912.197841072,5813868.119908743
Holy Trinity Catholic Primary School,174.940735,-37.036334,1772605.912081692,5899335.832966701
Te Kura Whakatipu o Kawarau,168.745336,-45.067998,1265064.7390102567,5000683.838439249
Te Kura O Take Kārara,169.15421,-44.701996,1295323.2267920724,5042955.121450693
Ngākōroa School,174.939358,-37.10547,1772326.8576210968,5891667.547071755
Summit Point School,174.762275,-36.790983,1757235.5221247526,5926865.70743636
Ahutoetoe School,174.652689,-36.615953,1747791.9839768582,5946458.287151666
Nukumea Primary School - Te Kura Tuatahi O Nukumea,174.669796,-36.578983,1749393.188459757,5950533.254178856
Matua Ngaru School,174.531646,-36.767615,1736698.1032283544,5929812.533898972
Fossil Bay School,175.006245,-36.773783,1779045.675855366,5928345.089266032
Te Ao Mārama School,175.239699,-37.720396,1797396.5960400223,5822845.767323706
Jireh Christian School,174.695235,-36.902175,1751034.5605881498,5914637.73614537
Auckland Montessori College,174.85385,-36.898538,1765175.3099363132,5914778.339511916
Central Auckland Specialist School,174.729805,-36.902464,1754114.2051087208,5914550.375629973
Suzanne Aubert Catholic School,176.334858,-37.723549,1893929.403319281,5819619.949201802
Future School,174.77428,-36.79117,1758306.3570764798,5926825.154755489
Vanguard Military School,174.698673,-36.751681,1751637.683112218,5931328.672171123
Te Rangihakahaka Centre for Science and Technology,176.23492,-38.127419,1883561.334956587,5775102.11280543
Te Kōpuku High,175.234796,-37.755802,1796870.569673342,5818927.146753965
Te Aratika Academy,176.892938,-39.617538,1934194.991799376,5607445.188412203
Pacific Advance Secondary School,174.844394,-36.941886,1764239.6806324706,5909985.302491237
South Auckland Middle School,174.88353,-37.040239,1767509.0919772687,5899004.889383156
Middle School West Auckland,174.631539,-36.85409,1745450.4039527343,5920071.423256902
Te Wharekura o Ngāti Rongomai,176.306038,-38.121026,1889822.2260085614,5775591.730372338
Rise UP Academy,174.80224,-36.966938,1760433.0210445612,5907277.663375644
Waatea School,174.801896,-36.961083,1760414.6842826563,5907927.842796998
Tūranga Tangata Rite,178.022022,-38.668323,2037012.1694522188,5708045.228425712
A1 Student School,174.85018,-36.85197,1764948.4367883971,5919951.27984741
Ko Taku Reo - Deaf Education New Zealand,172.75832,-43.580312,1580487.4568800633,5174710.892787449
Green School New Zealand,173.999084,-39.135823,1686347.6918800771,5667675.629515881
Crimson Global Academy,174.78253,-36.850781,1758919.1612127735,5920197.913780825
Te Kura ā Iwi o Pawarenga,173.289595,-35.337097,1626317.2270079053,6089534.6504547
Iqra School,174.681328,-36.907242,1749785.5269023327,5914097.5084287925
Motueka Steiner School,172.997548,-41.15233,1599794.2585509587,5444332.636022674
St Ignatius of Loyola Catholic College,174.930555,-37.130581,1771487.8891353752,5888897.357423208
Harvest Christian School,173.92457,-35.206448,1684157.3266354452,6103670.758419011
Liger Leadership Academy,168.743175,-45.012956,1264572.5746546588,5006789.369355054
TKKM o Tūtūtarakihi,173.253842,-35.087837,1623138.7481710662,6117186.61147999
Te Paepae o Aotea,174.274761,-39.584942,1709470.8810938548,5617532.429725799
Te Rau Horopito,172.372565,-43.623875,1549379.2111531259,5169709.925437102
Ahipara School,173.153602,-35.171776,1613987.0875134675,6107896.560140264
Aranga School,173.613785,-35.738759,1655501.1953203746,6044852.718180865
Arapohue School,173.94475,-36.007772,1685140.9179058603,6014776.82654403
Awanui School,173.254099,-35.03969,1623175.7784989697,6122525.945270998
Blomfield Special School and Resource Ctre,174.314314,-35.730665,1718860.8147553545,6045127.859379446
Dargaville Intermediate,173.865467,-35.933508,1678068.8421554565,6023080.406343233
Dargaville Primary School,173.866881,-35.939306,1678190.683209453,6022436.175423218
Glenbervie School,174.347871,-35.675883,1721979.1770967545,6051163.042103615
Herekino School,173.21125,-35.263626,1619214.8964872716,6097700.726645837
Hikurangi School,174.287271,-35.596131,1716610.526696855,6060082.457502015
Hora Hora School (Te Mai),174.308142,-35.736034,1718294.6728485345,6044539.796850467
Horeke School,173.579692,-35.360102,1652665.36408783,6086867.61922834
Hukerenui School Years 1-8,174.196639,-35.520589,1708501.784951651,6068564.758298997
Hurupaki School,174.289272,-35.687424,1716659.004955632,6049954.13132827
