DHB,Month,Year,Time,Population
Waikato,August,2019,2019.6666666666667,434846.57409405673
Waikato,September,2019,2019.75,435673.67189185973
Waikato,October,2019,2019.8333333333333,436524.01621619164
Waikato,November,2019,2019.9166666666667,437398.99595594365
Waikato,December,2019,2020,438300
Waikato,January,2020,2020.0833333333333,439228.4172372519
Waikato,February,2020,2020.1666666666667,440185.6365565908
Waikato,March,2020,2020.25,441173.0468469004
Waikato,April,2020,2020.3333333333333,442192.0369970723
Waikato,May,2020,2020.4166666666667,443243.9958959981
Waikato,June,2020,2020.5,444330.31243256107
Waikato,July,2020,2020.5833333333333,445452.37549565284
Waikato,August,2020,2020.6666666666667,446611.5739741656
Waikato,September,2020,2020.75,447809.2967569818
Waikato,October,2020,2020.8333333333333,449046.93273299356
Waikato,November,2020,2020.9166666666667,450325.8707910933
Waikato,December,2020,2021,451647.4998201628
Wairarapa,January,1997,1997.0833333333333,39200.08934088517
Wairarapa,February,1997,1997.1666666666667,39201.50839472051
Wairarapa,March,1997,1997.25,39203.85337448178
Wairarapa,April,1997,1997.3333333333333,39206.72049314473
Wairarapa,May,1997,1997.4166666666667,39209.705963685126
Wairarapa,June,1997,1997.5,39212.40599907872
Wairarapa,July,1997,1997.5833333333333,39214.41681230128
Wairarapa,August,1997,1997.6666666666667,39215.33461632855
Wairarapa,September,1997,1997.75,39214.755624136305
Wairarapa,October,1997,1997.8333333333333,39212.27604870029
Wairarapa,November,1997,1997.9166666666667,39207.492102996264
Wairarapa,December,1997,1998,39200
Wairarapa,January,1998,1998.0833333333333,39189.539540639555
Wairarapa,February,1998,1998.1666666666667,39176.42487765214
Wairarapa,March,1998,1998.25,39161.1137517274
Wairarapa,April,1998,1998.3333333333333,39144.06390355484
Wairarapa,May,1998,1998.4166666666667,39125.733073823976
Wairarapa,June,1998,1998.5,39106.57900322448
Wairarapa,July,1998,1998.5833333333333,39087.05943244583
Wairarapa,August,1998,1998.6666666666667,39067.63210217756
Wairarapa,September,1998,1998.75,39048.754753109315
Wairarapa,October,1998,1998.8333333333333,39030.88512593061
Wairarapa,November,1998,1998.9166666666667,39014.480961330955
Wairarapa,December,1998,1999,39000
Wairarapa,January,1999,1999.0833333333333,38987.81731137148
Wairarapa,February,1999,1999.1666666666667,38977.97727985604
Wairarapa,March,1999,1999.25,38970.44161860863
Wairarapa,April,1999,1999.3333333333333,38965.17204078413
Wairarapa,May,1999,1999.4166666666667,38962.13025953741
Wairarapa,June,1999,1999.5,38961.27798802339
Wairarapa,July,1999,1999.5833333333333,38962.57693939695
Wairarapa,August,1999,1999.6666666666667,38965.98882681301
Wairarapa,September,1999,1999.75,38971.47536342644
Wairarapa,October,1999,1999.8333333333333,38978.998262392146
Wairarapa,November,1999,1999.9166666666667,38988.51923686505
Wairarapa,December,1999,2000,39000
Wairarapa,January,2000,2000.0833333333333,39013.35788054123
Wairarapa,February,2000,2000.1666666666667,39028.33266959033
Wairarapa,March,2000,2000.25,39044.61977383807
Wairarapa,April,2000,2000.3333333333333,39061.914599975345
Wairarapa,May,2000,2000.4166666666667,39079.912554693066
Wairarapa,June,2000,2000.5,39098.309044681984
Wairarapa,July,2000,2000.5833333333333,39116.79947663302
Wairarapa,August,2000,2000.6666666666667,39135.07925723708
Wairarapa,September,2000,2000.75,39152.84379318491
Wairarapa,October,2000,2000.8333333333333,39169.78849116743
Wairarapa,November,2000,2000.9166666666667,39185.60875787553
Wairarapa,December,2000,2001,39200
Wairarapa,January,2001,2001.0833333333333,39212.744222019086
Wairarapa,February,2001,2001.1666666666667,39223.969819560465
Wairarapa,March,2001,2001.25,39233.89178603909
Wairarapa,April,2001,2001.3333333333333,39242.72511486999
Wairarapa,May,2001,2001.4166666666667,39250.68479946819
Wairarapa,June,2001,2001.5,39257.98583324866
Wairarapa,July,2001,2001.5833333333333,39264.84320962644
Wairarapa,August,2001,2001.6666666666667,39271.47192201653
Wairarapa,September,2001,2001.75,39278.08696383391
Wairarapa,October,2001,2001.8333333333333,39284.90332849361
Wairarapa,November,2001,2001.9166666666667,39292.13600941065
Wairarapa,December,2001,2002,39300
Wairarapa,January,2002,2002.0833333333333,39308.6397684194
Wairarapa,February,2002,2002.1666666666667,39317.9176817975
Wairarapa,March,2002,2002.25,39327.625582005596
Wairarapa,April,2002,2002.3333333333333,39337.555310915035
Wairarapa,May,2002,2002.4166666666667,39347.498710397194
Wairarapa,June,2002,2002.5,39357.24762232335
Wairarapa,July,2002,2002.5833333333333,39366.59388856489
Wairarapa,August,2002,2002.6666666666667,39375.329350993146
Wairarapa,September,2002,2002.75,39383.245851479434
Wairarapa,October,2002,2002.8333333333333,39390.13523189511
Wairarapa,November,2002,2002.9166666666667,39395.789334111534
Wairarapa,December,2002,2003,39400
Wairarapa,January,2003,2003.0833333333333,39402.63883393289
Wairarapa,February,2003,2003.1666666666667,39403.8964902866
Wairarapa,March,2003,2003.25,39404.043385938545
Wairarapa,April,2003,2003.3333333333333,39403.349937766136
Wairarapa,May,2003,2003.4166666666667,39402.086562646786
Wairarapa,June,2003,2003.5,39400.523677457924
Wairarapa,July,2003,2003.5833333333333,39398.93169907695
Wairarapa,August,2003,2003.6666666666667,39397.58104438129
Wairarapa,September,2003,2003.75,39396.74213024834
Wairarapa,October,2003,2003.8333333333333,39396.685373555534
Wairarapa,November,2003,2003.9166666666667,39397.68119118029
Wairarapa,December,2003,2004,39400
Wairarapa,January,2004,2004.0833333333333,39403.837303256434
Wairarapa,February,2004,2004.1666666666667,39409.08894964871
Wairarapa,March,2004,2004.25,39415.57587424023
Wairarapa,April,2004,2004.3333333333333,39423.11901209449
Wairarapa,May,2004,2004.4166666666667,39431.539298274925
Wairarapa,June,2004,2004.5,39440.65766784495
Wairarapa,July,2004,2004.5833333333333,39450.29505586804
Wairarapa,August,2004,2004.6666666666667,39460.27239740765
Wairarapa,September,2004,2004.75,39470.41062752719
Wairarapa,October,2004,2004.8333333333333,39480.530681290125
Wairarapa,November,2004,2004.9166666666667,39490.45349375993
Wairarapa,December,2004,2005,39500
Wairarapa,January,2005,2005.0833333333333,39509.03741600432
Wairarapa,February,2005,2005.1666666666667,39517.61808148899
Wairarapa,March,2005,2005.25,39525.84061710052
Wairarapa,April,2005,2005.3333333333333,39533.80364348552
Wairarapa,May,2005,2005.4166666666667,39541.60578129059
Wairarapa,June,2005,2005.5,39549.34565116227
Wairarapa,July,2005,2005.5833333333333,39557.12187374716
Wairarapa,August,2005,2005.6666666666667,39565.03306969185
Wairarapa,September,2005,2005.75,39573.177859642885
Wairarapa,October,2005,2005.8333333333333,39581.65486424687
Wairarapa,November,2005,2005.9166666666667,39590.5627041504
Wairarapa,December,2005,2006,39600
Wairarapa,January,2006,2006.0833333333333,39610.070903096595
Wairarapa,February,2006,2006.1666666666667,39620.90168735836
Wairarapa,March,2006,2006.25,39632.6241573577
Wairarapa,April,2006,2006.3333333333333,39645.3701176671
Wairarapa,May,2006,2006.4166666666667,39659.27137285907
Wairarapa,June,2006,2006.5,39674.45972750597
Wairarapa,July,2006,2006.5833333333333,39691.066986180325
Wairarapa,August,2006,2006.6666666666667,39709.22495345463
Wairarapa,September,2006,2006.75,39729.065433901254
Wairarapa,October,2006,2006.8333333333333,39750.72023209271
Wairarapa,November,2006,2006.9166666666667,39774.32115260151
Wairarapa,December,2006,2007,39800
Wairarapa,January,2007,2007.0833333333333,39827.82017531292
Wairarapa,February,2007,2007.1666666666667,39857.571465373934
Wairarapa,March,2007,2007.25,39888.97525346868
Wairarapa,April,2007,2007.3333333333333,39921.752922883024
Wairarapa,May,2007,2007.4166666666667,39955.62585690287
Wairarapa,June,2007,2007.5,39990.31543881384
Wairarapa,July,2007,2007.5833333333333,40025.54305190182
Wairarapa,August,2007,2007.6666666666667,40061.0300794527
Wairarapa,September,2007,2007.75,40096.49790475209
Wairarapa,October,2007,2007.8333333333333,40131.66791108589
Wairarapa,November,2007,2007.9166666666667,40166.26148173999
Wairarapa,December,2007,2008,40200
Wairarapa,January,2008,2008.0833333333333,40232.6993215775
Wairarapa,February,2008,2008.1666666666667,40264.55319188679
Wairarapa,March,2008,2008.25,40295.8498287676
Wairarapa,April,2008,2008.3333333333333,40326.8774500599
Wairarapa,May,2008,2008.4166666666667,40357.92427360368
Wairarapa,June,2008,2008.5,40389.278517238665
Wairarapa,July,2008,2008.5833333333333,40421.22839880483
Wairarapa,August,2008,2008.6666666666667,40454.062136142165
Wairarapa,September,2008,2008.75,40488.06794709039
Wairarapa,October,2008,2008.8333333333333,40523.53404948949
Wairarapa,November,2008,2008.9166666666667,40560.74866117946
Wairarapa,December,2008,2009,40600
Wairarapa,January,2009,2009.0833333333333,40641.49827911762
Wairarapa,February,2009,2009.1666666666667,40685.141693004996
Wairarapa,March,2009,2009.25,40730.750431460925
Wairarapa,April,2009,2009.3333333333333,40778.14468428459
Wairarapa,May,2009,2009.4166666666667,40827.14464127519
Wairarapa,June,2009,2009.5,40877.57049223151
