DHB,Month,Year,Time,Population
Counties Manukau,July,2003,2003.5833333333333,428913.93059840665
Counties Manukau,August,2003,2003.6666666666667,429932.74107992277
Counties Manukau,September,2003,2003.75,430931.6469678823
Counties Manukau,October,2003,2003.8333333333333,431909.75455524394
Counties Manukau,November,2003,2003.9166666666667,432866.17013496626
Counties Manukau,December,2003,2004,433800
Counties Manukau,January,2004,2004.0833333333333,434711.0917840034
Counties Manukau,February,2004,2004.1666666666667,435602.2584834336
Counties Manukau,March,2004,2004.25,436477.0544354399
Counties Manukau,April,2004,2004.3333333333333,437339.03397717903
Counties Manukau,May,2004,2004.4166666666667,438191.75144580775
Counties Manukau,June,2004,2004.5,439038.76117847563
Counties Manukau,July,2004,2004.5833333333333,439883.61751233926
Counties Manukau,August,2004,2004.6666666666667,440729.87478455534
Counties Manukau,September,2004,2004.75,441581.08733227354
Counties Manukau,October,2004,2004.8333333333333,442440.80949265044
Counties Manukau,November,2004,2004.9166666666667,443312.59560284275
Counties Manukau,December,2004,2005,444200
Counties Manukau,January,2005,2005.0833333333333,445105.0950433428
Counties Manukau,February,2005,2005.1666666666667,446024.0251803477
Counties Manukau,March,2005,2005.25,446951.45288054756
Counties Manukau,April,2005,2005.3333333333333,447882.0406134829
Counties Manukau,May,2005,2005.4166666666667,448810.4508486941
Counties Manukau,June,2005,2005.5,449731.34605571406
Counties Manukau,July,2005,2005.5833333333333,450639.3887040833
Counties Manukau,August,2005,2005.6666666666667,451529.24126334203
Counties Manukau,September,2005,2005.75,452395.5662030235
Counties Manukau,October,2005,2005.8333333333333,453233.025992668
Counties Manukau,November,2005,2005.9166666666667,454036.2831018157
Counties Manukau,December,2005,2006,454800
Counties Manukau,January,2006,2006.0833333333333,455520.37989447237
Counties Manukau,February,2006,2006.1666666666667,456199.78894332855
Counties Manukau,March,2006,2006.25,456842.13404236984
Counties Manukau,April,2006,2006.3333333333333,457451.3220874032
Counties Manukau,May,2006,2006.4166666666667,458031.2599742354
Counties Manukau,June,2006,2006.5,458585.8545986682
Counties Manukau,July,2006,2006.5833333333333,459119.0128565083
Counties Manukau,August,2006,2006.6666666666667,459634.6416435623
Counties Manukau,September,2006,2006.75,460136.6478556324
Counties Manukau,October,2006,2006.8333333333333,460628.9383885251
Counties Manukau,November,2006,2006.9166666666667,461115.42013804684
Counties Manukau,December,2006,2007,461600
Counties Manukau,January,2007,2007.0833333333333,462085.8390824675
Counties Manukau,February,2007,2007.1666666666667,462573.1153426381
Counties Manukau,March,2007,2007.25,463061.26094997313
Counties Manukau,April,2007,2007.3333333333333,463549.70807393786
Counties Manukau,May,2007,2007.4166666666667,464037.88888399745
Counties Manukau,June,2007,2007.5,464525.2355496133
Counties Manukau,July,2007,2007.5833333333333,465011.18024025066
Counties Manukau,August,2007,2007.6666666666667,465495.15512537473
Counties Manukau,September,2007,2007.75,465976.59237444686
Counties Manukau,October,2007,2007.8333333333333,466454.9241569323
Counties Manukau,November,2007,2007.9166666666667,466929.5826422962
Counties Manukau,December,2007,2008,467400
Counties Manukau,January,2008,2008.0833333333333,467865.83553491405
Counties Manukau,February,2008,2008.1666666666667,468327.6570935292
Counties Manukau,March,2008,2008.25,468786.2596577376
Counties Manukau,April,2008,2008.3333333333333,469242.4382094353
Counties Manukau,May,2008,2008.4166666666667,469696.9877305182
Counties Manukau,June,2008,2008.5,470150.7032028786
Counties Manukau,July,2008,2008.5833333333333,470604.37960841233
Counties Manukau,August,2008,2008.6666666666667,471058.8119290155
Counties Manukau,September,2008,2008.75,471514.7951465802
Counties Manukau,October,2008,2008.8333333333333,471973.12424300256
Counties Manukau,November,2008,2008.9166666666667,472434.5942001784
Counties Manukau,December,2008,2009,472900
Counties Manukau,January,2009,2009.0833333333333,473370.0317408367
Counties Manukau,February,2009,2009.1666666666667,473844.9599869514
Counties Manukau,March,2009,2009.25,474324.95041907637
Counties Manukau,April,2009,2009.3333333333333,474810.168717948
Counties Manukau,May,2009,2009.4166666666667,475300.78056430264
Counties Manukau,June,2009,2009.5,475796.95163887244
Counties Manukau,July,2009,2009.5833333333333,476298.84762239375
Counties Manukau,August,2009,2009.6666666666667,476806.63419560296
Counties Manukau,September,2009,2009.75,477320.4770392322
Counties Manukau,October,2009,2009.8333333333333,477840.54183401796
Counties Manukau,November,2009,2009.9166666666667,478366.9942606965
Counties Manukau,December,2009,2010,478900
Counties Manukau,January,2010,2010.0833333333333,479439.56990914396
Counties Manukau,February,2010,2010.1666666666667,479985.09555126063
Counties Manukau,March,2010,2010.25,480535.81366595684
Counties Manukau,April,2010,2010.3333333333333,481090.96099284396
Counties Manukau,May,2010,2010.4166666666667,481649.7742715333
Counties Manukau,June,2010,2010.5,482211.49024163175
Counties Manukau,July,2010,2010.5833333333333,482775.3456427507
Counties Manukau,August,2010,2010.6666666666667,483340.57721450145
Counties Manukau,September,2010,2010.75,483906.42169649084
Counties Manukau,October,2010,2010.8333333333333,484472.1158283302
Counties Manukau,November,2010,2010.9166666666667,485036.896349631
Counties Manukau,December,2010,2011,485600
Counties Manukau,January,2011,2011.0833333333333,486160.4039003623
Counties Manukau,February,2011,2011.1666666666667,486716.04669689795
Counties Manukau,March,2011,2011.25,487264.60741709627
Counties Manukau,April,2011,2011.3333333333333,487803.76508845104
Counties Manukau,May,2011,2011.4166666666667,488331.198738456
Counties Manukau,June,2011,2011.5,488844.5873946005
Counties Manukau,July,2011,2011.5833333333333,489341.61008437834
Counties Manukau,August,2011,2011.6666666666667,489819.94583528314
Counties Manukau,September,2011,2011.75,490277.2736748045
Counties Manukau,October,2011,2011.8333333333333,490711.27263043605
Counties Manukau,November,2011,2011.9166666666667,491119.6217296712
Counties Manukau,December,2011,2012,491500
Counties Manukau,January,2012,2012.0833333333333,491851.9742116262
Counties Manukau,February,2012,2012.1666666666667,492182.66210559476
Counties Manukau,March,2012,2012.25,492501.06916565803
Counties Manukau,April,2012,2012.3333333333333,492816.20087557135
Counties Manukau,May,2012,2012.4166666666667,493137.0627190899
Counties Manukau,June,2012,2012.5,493472.6601799662
Counties Manukau,July,2012,2012.5833333333333,493831.9987419555
Counties Manukau,August,2012,2012.6666666666667,494224.0838888131
Counties Manukau,September,2012,2012.75,494657.9211042913
Counties Manukau,October,2012,2012.8333333333333,495142.5158721453
Counties Manukau,November,2012,2012.9166666666667,495686.87367613113
Counties Manukau,December,2012,2013,496300
Counties Manukau,January,2013,2013.0833333333333,496988.41221609333
Counties Manukau,February,2013,2013.1666666666667,497748.67525109585
Counties Manukau,March,2013,2013.25,498574.86592027155
Counties Manukau,April,2013,2013.3333333333333,499461.0610388907
Counties Manukau,May,2013,2013.4166666666667,500401.337422224
Counties Manukau,June,2013,2013.5,501389.77188553463
Counties Manukau,July,2013,2013.5833333333333,502420.4412440933
Counties Manukau,August,2013,2013.6666666666667,503487.4223131711
Counties Manukau,September,2013,2013.75,504584.7919080304
Counties Manukau,October,2013,2013.8333333333333,505706.62684394233
Counties Manukau,November,2013,2013.9166666666667,506847.0039361782
Counties Manukau,December,2013,2014,508000
Counties Manukau,January,2014,2014.0833333333333,509160.75423881126
Counties Manukau,February,2014,2014.1666666666667,510328.6554085447
Counties Manukau,March,2014,2014.25,511504.15465325577
Counties Manukau,April,2014,2014.3333333333333,512687.7031170095
Counties Manukau,May,2014,2014.4166666666667,513879.75194387086
Counties Manukau,June,2014,2014.5,515080.7522778952
Counties Manukau,July,2014,2014.5833333333333,516291.1552631476
Counties Manukau,August,2014,2014.6666666666667,517511.4120436932
Counties Manukau,September,2014,2014.75,518741.97376358707
Counties Manukau,October,2014,2014.8333333333333,519983.2915668944
Counties Manukau,November,2014,2014.9166666666667,521235.8165976804
Counties Manukau,December,2014,2015,522500
Counties Manukau,January,2015,2015.0833333333333,523776.03610643337
Counties Manukau,February,2015,2015.1666666666667,525063.0920036205
Counties Manukau,March,2015,2015.25,526360.0779667053
Counties Manukau,April,2015,2015.3333333333333,527665.9042708428
Counties Manukau,May,2015,2015.4166666666667,528979.4811911879
Counties Manukau,June,2015,2015.5,530299.7190028845
Counties Manukau,July,2015,2015.5833333333333,531625.5279810874
Counties Manukau,August,2015,2015.6666666666667,532955.8184009517
Counties Manukau,September,2015,2015.75,534289.5005376213
Counties Manukau,October,2015,2015.8333333333333,535625.4846662511
Counties Manukau,November,2015,2015.9166666666667,536962.681061996
Counties Manukau,December,2015,2016,538300
Counties Manukau,January,2016,2016.0833333333333,539636.2587428556
Counties Manukau,February,2016,2016.1666666666667,540969.9025029065
Counties Manukau,March,2016,2016.25,542299.283479923
Counties Manukau,April,2016,2016.3333333333333,543622.7538736862
Counties Manukau,May,2016,2016.4166666666667,544938.6658839774
Counties Manukau,June,2016,2016.5,546245.371710567
Counties Manukau,July,2016,2016.5833333333333,547541.2235532363
Counties Manukau,August,2016,2016.6666666666667,548824.5736117663
Counties Manukau,September,2016,2016.75,550093.7740859276
Counties Manukau,October,2016,2016.8333333333333,551347.1771755014
Counties Manukau,November,2016,2016.9166666666667,552583.1350802686
Counties Manukau,December,2016,2017,553800
Counties Manukau,January,2017,2017.0833333333333,554996.5215147295
Counties Manukau,February,2017,2017.1666666666667,556173.0387255012
Counties Manukau,March,2017,2017.25,557330.2881136028
Counties Manukau,April,2017,2017.3333333333333,558469.0061603312
Counties Manukau,May,2017,2017.4166666666667,559589.9293469836
Counties Manukau,June,2017,2017.5,560693.7941548473
Counties Manukau,July,2017,2017.5833333333333,561781.3370652196
Counties Manukau,August,2017,2017.6666666666667,562853.2945593973
Counties Manukau,September,2017,2017.75,563910.4031186682
Counties Manukau,October,2017,2017.8333333333333,564953.3992243293
Counties Manukau,November,2017,2017.9166666666667,565983.0193576771
Counties Manukau,December,2017,2018,567000
Counties Manukau,January,2018,2018.0833333333333,568005.4908463683
Counties Manukau,February,2018,2018.1666666666667,569002.2944469468
Counties Manukau,March,2018,2018.25,569993.6265656659
Counties Manukau,April,2018,2018.3333333333333,570982.7029664641
Counties Manukau,May,2018,2018.4166666666667,571972.7394132799
Counties Manukau,June,2018,2018.5,572966.9516700436
Counties Manukau,July,2018,2018.5833333333333,573968.5555006939
Counties Manukau,August,2018,2018.6666666666667,574980.7666691691
Counties Manukau,September,2018,2018.75,576006.8009393995
Counties Manukau,October,2018,2018.8333333333333,577049.8740753238
Counties Manukau,November,2018,2018.9166666666667,578113.2018408807
Counties Manukau,December,2018,2019,579200
Counties Manukau,January,2019,2019.0833333333333,580313.4016738657
Counties Manukau,February,2019,2019.1666666666667,581456.2094126432
Counties Manukau,March,2019,2019.25,582631.1431237337
Counties Manukau,April,2019,2019.3333333333333,583840.9227145474
Counties Manukau,May,2019,2019.4166666666667,585088.2680924954
Counties Manukau,June,2019,2019.5,586375.8991649782
Counties Manukau,July,2019,2019.5833333333333,587706.5358394065
Counties Manukau,August,2019,2019.6666666666667,589082.8980231917
Counties Manukau,September,2019,2019.75,590507.7056237337
Counties Manukau,October,2019,2019.8333333333333,591983.6785484434
Counties Manukau,November,2019,2019.9166666666667,593513.5367047325
Counties Manukau,December,2019,2020,595100
Counties Manukau,January,2020,2020.0833333333333,596745.7883416576
Counties Manukau,February,2020,2020.1666666666667,598453.6216371174
Counties Manukau,March,2020,2020.25,600226.2197937772
Counties Manukau,April,2020,2020.3333333333333,602066.3027190494
Counties Manukau,May,2020,2020.4166666666667,603976.5903203465
Counties Manukau,June,2020,2020.5,605959.8025050655
Counties Manukau,July,2020,2020.5833333333333,608018.6591806188
Counties Manukau,August,2020,2020.6666666666667,610155.8802544199
Counties Manukau,September,2020,2020.75,612374.1856338645
Counties Manukau,October,2020,2020.8333333333333,614676.2952263657
Counties Manukau,November,2020,2020.9166666666667,617064.9289393376
Counties Manukau,December,2020,2021,619542.8066801744
Hawke's Bay,January,1997,1997.0833333333333,147247.0669141177
Hawke's Bay,February,1997,1997.1666666666667,147291.55438623793
Hawke's Bay,March,1997,1997.25,147333.03259909878
Hawke's Bay,April,1997,1997.3333333333333,147371.0717354387
Hawke's Bay,May,1997,1997.4166666666667,147405.24197799605
Hawke's Bay,June,1997,1997.5,147435.11350950896
Hawke's Bay,July,1997,1997.5833333333333,147460.2565127158
Hawke's Bay,August,1997,1997.6666666666667,147480.24117035497
Hawke's Bay,September,1997,1997.75,147494.63766516463
Hawke's Bay,October,1997,1997.8333333333333,147503.01617988315
Hawke's Bay,November,1997,1997.9166666666667,147504.94689724885
Hawke's Bay,December,1997,1998,147500
Hawke's Bay,January,1998,1998.0833333333333,147488.00740130903
Hawke's Bay,February,1998,1998.1666666666667,147469.8479360849
Hawke's Bay,March,1998,1998.25,147446.66216967072
Hawke's Bay,April,1998,1998.3333333333333,147419.5906674096
Hawke's Bay,May,1998,1998.4166666666667,147389.7739946445
Hawke's Bay,June,1998,1998.5,147358.35271671868
Hawke's Bay,July,1998,1998.5833333333333,147326.46739897516
Hawke's Bay,August,1998,1998.6666666666667,147295.25860675695
Hawke's Bay,September,1998,1998.75,147265.8669054073
Hawke's Bay,October,1998,1998.8333333333333,147239.4328602692
Hawke's Bay,November,1998,1998.9166666666667,147217.0970366857
Hawke's Bay,December,1998,1999,147200
Hawke's Bay,January,1999,1999.0833333333333,147188.92431397949
Hawke's Bay,February,1999,1999.1666666666667,147183.22053608915
Hawke's Bay,March,1999,1999.25,147181.88122221833
Hawke's Bay,April,1999,1999.3333333333333,147183.89892825636
Hawke's Bay,May,1999,1999.4166666666667,147188.26621009258
Hawke's Bay,June,1999,1999.5,147193.9756236163
Hawke's Bay,July,1999,1999.5833333333333,147200.01972471693
Hawke's Bay,August,1999,1999.6666666666667,147205.39106928377
Hawke's Bay,September,1999,1999.75,147209.08221320616
Hawke's Bay,October,1999,1999.8333333333333,147210.08571237343
Hawke's Bay,November,1999,1999.9166666666667,147207.39412267492
Hawke's Bay,December,1999,2000,147200
Hawke's Bay,January,2000,2000.0833333333333,147187.37173166193
Hawke's Bay,February,2000,2000.1666666666667,147170.88103066958
Hawke's Bay,March,2000,2000.25,147152.37544145598
Hawke's Bay,April,2000,2000.3333333333333,147133.70250845395
Hawke's Bay,May,2000,2000.4166666666667,147116.7097760963
Hawke's Bay,June,2000,2000.5,147103.24478881605
Hawke's Bay,July,2000,2000.5833333333333,147095.155091046
Hawke's Bay,August,2000,2000.6666666666667,147094.28822721905
Hawke's Bay,September,2000,2000.75,147102.49174176808
Hawke's Bay,October,2000,2000.8333333333333,147121.613179126
Hawke's Bay,November,2000,2000.9166666666667,147153.50008372572
Hawke's Bay,December,2000,2001,147200
Hawke's Bay,January,2001,2001.0833333333333,147262.28320381726
Hawke's Bay,February,2001,2001.1666666666667,147338.81089678805
Hawke's Bay,March,2001,2001.25,147427.36701195771
Hawke's Bay,April,2001,2001.3333333333333,147525.73548237229
Hawke's Bay,May,2001,2001.4166666666667,147631.70024107778
Hawke's Bay,June,2001,2001.5,147743.04522111948
Hawke's Bay,July,2001,2001.5833333333333,147857.5543555434
Hawke's Bay,August,2001,2001.6666666666667,147973.0115773957
Hawke's Bay,September,2001,2001.75,148087.20081972147
Hawke's Bay,October,2001,2001.8333333333333,148197.9060155669
Hawke's Bay,November,2001,2001.9166666666667,148302.91109797798
Hawke's Bay,December,2001,2002,148400
Hawke's Bay,January,2002,2002.0833333333333,148487.56952714277
Hawke's Bay,February,2002,2002.1666666666667,148566.46797477113
Hawke's Bay,March,2002,2002.25,148638.1565107131
Hawke's Bay,April,2002,2002.3333333333333,148704.09630279726
Hawke's Bay,May,2002,2002.4166666666667,148765.74851885223
Hawke's Bay,June,2002,2002.5,148824.57432670606
Hawke's Bay,July,2002,2002.5833333333333,148882.03489418732
Hawke's Bay,August,2002,2002.6666666666667,148939.5913891246
Hawke's Bay,September,2002,2002.75,148998.704979346
Hawke's Bay,October,2002,2002.8333333333333,149060.83683268004
Hawke's Bay,November,2002,2002.9166666666667,149127.44811695538
Hawke's Bay,December,2002,2003,149200
Hawke's Bay,January,2003,2003.0833333333333,149279.51044687047
Hawke's Bay,February,2003,2003.1666666666667,149365.22461153523
Hawke's Bay,March,2003,2003.25,149455.94444518987
Hawke's Bay,April,2003,2003.3333333333333,149550.47189903082
Hawke's Bay,May,2003,2003.4166666666667,149647.60892425443
Hawke's Bay,June,2003,2003.5,149746.15747205628
Hawke's Bay,July,2003,2003.5833333333333,149844.9194936328
Hawke's Bay,August,2003,2003.6666666666667,149942.69694018035
Hawke's Bay,September,2003,2003.75,150038.29176289454
Hawke's Bay,October,2003,2003.8333333333333,150130.50591297177
Hawke's Bay,November,2003,2003.9166666666667,150218.14134160837
Hawke's Bay,December,2003,2004,150300
Hawke's Bay,January,2004,2004.0833333333333,150375.2335927823
Hawke's Bay,February,2004,2004.1666666666667,150444.39283834767
Hawke's Bay,March,2004,2004.25,150508.37820852737
Hawke's Bay,April,2004,2004.3333333333333,150568.09017515308
Hawke's Bay,May,2004,2004.4166666666667,150624.4292100565
Hawke's Bay,June,2004,2004.5,150678.29578506883
Hawke's Bay,July,2004,2004.5833333333333,150730.59037202178
Hawke's Bay,August,2004,2004.6666666666667,150782.21344274704
Hawke's Bay,September,2004,2004.75,150834.06546907584
Hawke's Bay,October,2004,2004.8333333333333,150887.0469228399
Hawke's Bay,November,2004,2004.9166666666667,150942.05827587086
Hawke's Bay,December,2004,2005,151000
Hawke's Bay,January,2005,2005.0833333333333,151061.5690708889
Hawke's Bay,February,2005,2005.1666666666667,151126.64847951886
Hawke's Bay,March,2005,2005.25,151194.91772070064
Hawke's Bay,April,2005,2005.3333333333333,151266.0562892454
Hawke's Bay,May,2005,2005.4166666666667,151339.74367996448
Hawke's Bay,June,2005,2005.5,151415.65938766845
Hawke's Bay,July,2005,2005.5833333333333,151493.48290716865
Hawke's Bay,August,2005,2005.6666666666667,151572.89373327632
Hawke's Bay,September,2005,2005.75,151653.57136080207
Hawke's Bay,October,2005,2005.8333333333333,151735.19528455718
Hawke's Bay,November,2005,2005.9166666666667,151817.44499935297
Hawke's Bay,December,2005,2006,151900
Hawke's Bay,January,2006,2006.0833333333333,151982.54104958771
Hawke's Bay,February,2006,2006.1666666666667,152064.75398431797
Hawke's Bay,March,2006,2006.25,152146.32590867011
Hawke's Bay,April,2006,2006.3333333333333,152226.94392712417
Hawke's Bay,May,2006,2006.4166666666667,152306.29514416013
Hawke's Bay,June,2006,2006.5,152384.06666425732
Hawke's Bay,July,2006,2006.5833333333333,152459.9455918958
Hawke's Bay,August,2006,2006.6666666666667,152533.61903155554
Hawke's Bay,September,2006,2006.75,152604.7740877159
Hawke's Bay,October,2006,2006.8333333333333,152673.09786485686
Hawke's Bay,November,2006,2006.9166666666667,152738.27746745842
Hawke's Bay,December,2006,2007,152800
Hawke's Bay,January,2007,2007.0833333333333,152858.09311964878
Hawke's Bay,February,2007,2007.1666666666667,152912.94669432082
Hawke's Bay,March,2007,2007.25,152965.09114461893
Hawke's Bay,April,2007,2007.3333333333333,153015.05689114644
Hawke's Bay,May,2007,2007.4166666666667,153063.37435450658
Hawke's Bay,June,2007,2007.5,153110.5739553022
Hawke's Bay,July,2007,2007.5833333333333,153157.1861141366
Hawke's Bay,August,2007,2007.6666666666667,153203.74125161304
Hawke's Bay,September,2007,2007.75,153250.76978833438
Hawke's Bay,October,2007,2007.8333333333333,153298.80214490386
Hawke's Bay,November,2007,2007.9166666666667,153348.3687419248
Hawke's Bay,December,2007,2008,153400
Hawke's Bay,January,2008,2008.0833333333333,153454.24156440946
Hawke's Bay,February,2008,2008.1666666666667,153511.69997913987
Hawke's Bay,March,2008,2008.25,153572.99701285415
Hawke's Bay,April,2008,2008.3333333333333,153638.75443421572
Hawke's Bay,May,2008,2008.4166666666667,153709.594011888
Hawke's Bay,June,2008,2008.5,153786.13751453385
Hawke's Bay,July,2008,2008.5833333333333,153869.0067108167
Hawke's Bay,August,2008,2008.6666666666667,153958.82336940005
Hawke's Bay,September,2008,2008.75,154056.20925894662
Hawke's Bay,October,2008,2008.8333333333333,154161.78614811992
Hawke's Bay,November,2008,2008.9166666666667,154276.1758055835
Hawke's Bay,December,2008,2009,154400
Hawke's Bay,January,2009,2009.0833333333333,154533.50543752784
Hawke's Bay,February,2009,2009.1666666666667,154675.43857430533
Hawke's Bay,March,2009,2009.25,154824.17080396446
Hawke's Bay,April,2009,2009.3333333333333,154978.0735201384
Hawke's Bay,May,2009,2009.4166666666667,155135.51811646041
Hawke's Bay,June,2009,2009.5,155294.87598656237
Hawke's Bay,July,2009,2009.5833333333333,155454.51852407755
Hawke's Bay,August,2009,2009.6666666666667,155612.81712263916
Hawke's Bay,September,2009,2009.75,155768.14317587912
Hawke's Bay,October,2009,2009.8333333333333,155918.86807743064
Hawke's Bay,November,2009,2009.9166666666667,156063.36322092693
Hawke's Bay,December,2009,2010,156200
Hawke's Bay,January,2010,2010.0833333333333,156327.47742621924
Hawke's Bay,February,2010,2010.1666666666667,156445.8049828988
Hawke's Bay,March,2010,2010.25,156555.31977128802
Hawke's Bay,April,2010,2010.3333333333333,156656.35889263736
Hawke's Bay,May,2010,2010.4166666666667,156749.25944819706
Hawke's Bay,June,2010,2010.5,156834.35853921663
Hawke's Bay,July,2010,2010.5833333333333,156911.99326694643
Hawke's Bay,August,2010,2010.6666666666667,156982.50073263663
Hawke's Bay,September,2010,2010.75,157046.21803753692
Hawke's Bay,October,2010,2010.8333333333333,157103.48228289754
Hawke's Bay,November,2010,2010.9166666666667,157154.63056996863
Hawke's Bay,December,2010,2011,157200
Hawke's Bay,January,2011,2011.0833333333333,157239.91819092797
Hawke's Bay,February,2011,2011.1666666666667,157274.67482743348
Hawke's Bay,March,2011,2011.25,157304.55011088346
Hawke's Bay,April,2011,2011.3333333333333,157329.824242645
Hawke's Bay,May,2011,2011.4166666666667,157350.77742408525
Hawke's Bay,June,2011,2011.5,157367.6898565711
Hawke's Bay,July,2011,2011.5833333333333,157380.84174146966
Hawke's Bay,August,2011,2011.6666666666667,157390.513280148
Hawke's Bay,September,2011,2011.75,157396.98467397314
Hawke's Bay,October,2011,2011.8333333333333,157400.53612431217
Hawke's Bay,November,2011,2011.9166666666667,157401.4478325321
Hawke's Bay,December,2011,2012,157400
Hawke's Bay,January,2012,2012.0833333333333,157396.8197174761
Hawke's Bay,February,2012,2012.1666666666667,157393.9216332934
Hawke's Bay,March,2012,2012.25,157393.66728517815
Hawke's Bay,April,2012,2012.3333333333333,157398.4182108565
Hawke's Bay,May,2012,2012.4166666666667,157410.53594805478
Hawke's Bay,June,2012,2012.5,157432.38203449905
Hawke's Bay,July,2012,2012.5833333333333,157466.31800791557
Hawke's Bay,August,2012,2012.6666666666667,157514.70540603073
Hawke's Bay,September,2012,2012.75,157579.90576657045
Hawke's Bay,October,2012,2012.8333333333333,157664.280627261
Hawke's Bay,November,2012,2012.9166666666667,157770.191525829
Hawke's Bay,December,2012,2013,157900
Hawke's Bay,January,2013,2013.0833333333333,158055.2103465749
Hawke's Bay,February,2013,2013.1666666666667,158233.89789865236
Hawke's Bay,March,2013,2013.25,158433.28074840398
Hawke's Bay,April,2013,2013.3333333333333,158650.57698800275
Hawke's Bay,May,2013,2013.4166666666667,158883.00470962192
Hawke's Bay,June,2013,2013.5,159127.78200543273
Hawke's Bay,July,2013,2013.5833333333333,159382.12696760838
Hawke's Bay,August,2013,2013.6666666666667,159643.2576883221
Hawke's Bay,September,2013,2013.75,159908.3922597451
Hawke's Bay,October,2013,2013.8333333333333,160174.7487740506
Hawke's Bay,November,2013,2013.9166666666667,160439.54532341185
Hawke's Bay,December,2013,2014,160700
Hawke's Bay,January,2014,2014.0833333333333,160953.982414742
Hawke's Bay,February,2014,2014.1666666666667,161201.96825357954
Hawke's Bay,March,2014,2014.25,161445.08472120593
Hawke's Bay,April,2014,2014.3333333333333,161684.4590223166
Hawke's Bay,May,2014,2014.4166666666667,161921.21836160682
Hawke's Bay,June,2014,2014.5,162156.48994377005
Hawke's Bay,July,2014,2014.5833333333333,162391.40097350162
Hawke's Bay,August,2014,2014.6666666666667,162627.07865549685
Hawke's Bay,September,2014,2014.75,162864.65019444915
Hawke's Bay,October,2014,2014.8333333333333,163105.24279505387
Hawke's Bay,November,2014,2014.9166666666667,163349.98366200636
Hawke's Bay,December,2014,2015,163600
Hawke's Bay,January,2015,2015.0833333333333,163856.05906852987
Hawke's Bay,February,2015,2015.1666666666667,164117.48834629005
Hawke's Bay,March,2015,2015.25,164383.25536677227
Hawke's Bay,April,2015,2015.3333333333333,164652.3276634703
Hawke's Bay,May,2015,2015.4166666666667,164923.672769878
Hawke's Bay,June,2015,2015.5,165196.25821948703
Hawke's Bay,July,2015,2015.5833333333333,165469.0515457912
Hawke's Bay,August,2015,2015.6666666666667,165741.02028228444
Hawke's Bay,September,2015,2015.75,166011.13196245828
Hawke's Bay,October,2015,2015.8333333333333,166278.35411980664
Hawke's Bay,November,2015,2015.9166666666667,166541.65428782333
Hawke's Bay,December,2015,2016,166800
Hawke's Bay,January,2016,2016.0833333333333,167052.62621854455
Hawke's Bay,February,2016,2016.1666666666667,167299.8376205209
Hawke's Bay,March,2016,2016.25,167542.20631170503
Hawke's Bay,April,2016,2016.3333333333333,167780.30439787492
Hawke's Bay,May,2016,2016.4166666666667,168014.7039848085
Hawke's Bay,June,2016,2016.5,168245.9771782818
Hawke's Bay,July,2016,2016.5833333333333,168474.6960840728
Hawke's Bay,August,2016,2016.6666666666667,168701.43280795944
Hawke's Bay,September,2016,2016.75,168926.7594557177
Hawke's Bay,October,2016,2016.8333333333333,169151.2481331256
Hawke's Bay,November,2016,2016.9166666666667,169375.470945961
Hawke's Bay,December,2016,2017,169600
Hawke's Bay,January,2017,2017.0833333333333,169825.27633506837
Hawke's Bay,February,2017,2017.1666666666667,170051.2167271832
Hawke's Bay,March,2017,2017.25,170277.6068864076
Hawke's Bay,April,2017,2017.3333333333333,170504.2325228065
Hawke's Bay,May,2017,2017.4166666666667,170730.87934644482
Hawke's Bay,June,2017,2017.5,170957.33306738565
Hawke's Bay,July,2017,2017.5833333333333,171183.37939569398
Hawke's Bay,August,2017,2017.6666666666667,171408.8040414347
Hawke's Bay,September,2017,2017.75,171633.3927146709
Hawke's Bay,October,2017,2017.8333333333333,171856.93112546753
Hawke's Bay,November,2017,2017.9166666666667,172079.20498388953
Hawke's Bay,December,2017,2018,172300
Hawke's Bay,January,2018,2018.0833333333333,172519.24297821775
Hawke's Bay,February,2018,2018.1666666666667,172737.42510037712
Hawke's Bay,March,2018,2018.25,172955.17864266454
Hawke's Bay,April,2018,2018.3333333333333,173173.13588126824
Hawke's Bay,May,2018,2018.4166666666667,173391.92909237643
Hawke's Bay,June,2018,2018.5,173612.1905521755
Hawke's Bay,July,2018,2018.5833333333333,173834.55253685376
Hawke's Bay,August,2018,2018.6666666666667,174059.64732259937
Hawke's Bay,September,2018,2018.75,174288.10718559872
Hawke's Bay,October,2018,2018.8333333333333,174520.5644020401
Hawke's Bay,November,2018,2018.9166666666667,174757.65124811174
Hawke's Bay,December,2018,2019,175000
Hawke's Bay,January,2019,2019.0833333333333,175248.21471502233
Hawke's Bay,February,2019,2019.1666666666667,175502.78657501322
Hawke's Bay,March,2019,2019.25,175764.17854293418
Hawke's Bay,April,2019,2019.3333333333333,176032.8535817489
Hawke's Bay,May,2019,2019.4166666666667,176309.2746544211
Hawke's Bay,June,2019,2019.5,176593.90472391224
Hawke's Bay,July,2019,2019.5833333333333,176887.206753186
Hawke's Bay,August,2019,2019.6666666666667,177189.64370520622
Hawke's Bay,September,2019,2019.75,177501.67854293418
Hawke's Bay,October,2019,2019.8333333333333,177823.77422933365
Hawke's Bay,November,2019,2019.9166666666667,178156.39372736856
Hawke's Bay,December,2019,2020,178500
Hawke's Bay,January,2020,2020.0833333333333,178855.05601019185
Hawke's Bay,February,2020,2020.1666666666667,179222.0247209081
