p_match,year,ground,country,inns,bat,team_bowl,ball,outcome,over,score,cur_bat_runs,wagonX,wagonY
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,4,four,21,4,37,161,77
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,6,four,17,4,33,-171,23
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,1,run,15,1,28,-109,66
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,6,run,25,1,38,-87,116
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,5,four,29,4,44,-171,38
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,6,four,29,4,48,88,-159
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,2,run,21,3,4,155,-17
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,5,run,25,1,10,-44,-8
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,1,run,27,2,17,-143,-18
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,3,run,27,2,19,129,8
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,5,four,27,4,23,-160,-74
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,2,run,47,1,77,-152,-4
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Kane Williamson,Bangladesh,3,run,15,2,2,134,49
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,4,leg bye,47,1,4,-83,125
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,4,run,49,1,10,-121,107
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,2,four,51,4,16,-57,168
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,4,run,51,3,19,162,11
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,5,run,68,1,55,77,121
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,2,four,76,4,67,-141,107
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,3,run,76,2,69,126,94
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,5,four,80,4,73,181,-28
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,6,four,80,4,77,177,-40
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,7,run,80,1,78,136,53
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,3,run,82,1,85,51,-41
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,1,run,72,1,57,55,114
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Mitchell Santner,Bangladesh,5,run,51,4,5,152,-68
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Neil Wagner,Bangladesh,4,run,80,1,2,77,72
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Neil Wagner,Bangladesh,1,run,82,1,3,-86,45
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Neil Wagner,Bangladesh,4,four,82,4,7,165,71
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tim Southee,Bangladesh,4,four,72,4,8,161,72
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tim Southee,Bangladesh,6,run,72,1,9,159,-13
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tim Southee,Bangladesh,2,run,74,1,16,-39,-17
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,4,run,30,2,50,150,-45
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,5,run,30,1,51,-85,-26
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,2,run,32,1,53,55,3
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,5,run,32,1,54,135,13
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tom Latham,Bangladesh,4,four,34,4,63,173,-51
1019987,2017,"Hagley Oval, Christchurch",New Zealand,4,Tom Latham,Bangladesh,3,four,18,4,39,-100,-143
1019987,2017,"Hagley Oval, Christchurch",New Zealand,4,Tom Latham,Bangladesh,5,run,18,1,40,44,3
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,2,run,30,3,28,61,142
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,4,run,32,1,29,-66,63
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,6,six,32,6,35,172,-42
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,3,run,34,1,39,59,-42
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Ross Taylor,Bangladesh,5,four,36,4,58,-154,-88
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,1,run,67,1,53,-83,-113
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,6,run,67,1,54,109,55
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,1,run,69,1,56,-90,-120
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,5,four,75,4,62,65,165
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,6,run,75,1,63,-102,-46
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Henry Nicholls,Bangladesh,2,run,73,1,58,-106,-43
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Trent Boult,Bangladesh,4,run,91,1,1,48,-50
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Neil Wagner,Bangladesh,6,run,91,1,24,-142,-38
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Neil Wagner,Bangladesh,3,leg bye,79,4,0,-51,170
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Neil Wagner,Bangladesh,6,run,79,1,1,-68,-74
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Neil Wagner,Bangladesh,1,run,91,1,23,-91,-125
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,BJ Watling,Bangladesh,5,run,67,1,1,81,52
1019987,2017,"Hagley Oval, Christchurch",New Zealand,4,Colin de Grandhomme,Bangladesh,1,run,18,2,20,-106,41
1019987,2017,"Hagley Oval, Christchurch",New Zealand,4,Colin de Grandhomme,Bangladesh,2,run,18,1,21,106,-63
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tim Southee,Bangladesh,2,run,75,1,17,148,-41
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tim Southee,Bangladesh,5,four,71,4,4,44,171
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tim Southee,Bangladesh,1,run,73,1,10,-125,-46
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tim Southee,Bangladesh,4,four,73,4,14,22,-178
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Tim Southee,Bangladesh,5,run,73,1,15,53,-27
1019987,2017,"Hagley Oval, Christchurch",New Zealand,4,Tom Latham,Bangladesh,2,run,19,1,41,-141,27
1019987,2017,"Hagley Oval, Christchurch",New Zealand,4,Colin de Grandhomme,Bangladesh,3,six,19,6,27,167,-62
1019987,2017,"Hagley Oval, Christchurch",New Zealand,4,Colin de Grandhomme,Bangladesh,4,six,19,6,33,102,-152
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Mitchell Santner,Bangladesh,4,four,61,4,21,-174,-18
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Mitchell Santner,Bangladesh,1,run,63,2,23,-120,59
1019987,2017,"Hagley Oval, Christchurch",New Zealand,2,Mitchell Santner,Bangladesh,3,four,65,4,28,-166,-62
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Jeet Raval,Bangladesh,1,run,3,3,3,53,156
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Jeet Raval,Bangladesh,2,run,13,1,27,55,-61
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Jeet Raval,Bangladesh,6,run,5,1,12,-79,52
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Jeet Raval,Bangladesh,1,run,9,1,22,-95,9
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Jeet Raval,Bangladesh,5,run,4,1,2,155,-12
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Jeet Raval,Bangladesh,4,run,6,2,8,-34,152
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Jeet Raval,Bangladesh,6,run,6,3,11,-135,34
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,5,run,3,1,1,118,5
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,four,13,4,22,157,75
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,6,run,13,1,23,-86,103
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,four,9,4,9,156,76
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,6,run,9,2,11,106,-58
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,run,11,2,13,-34,158
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,run,11,2,15,-130,86
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,run,11,1,16,105,-63
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,run,33,1,49,147,44
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,5,run,33,1,50,-112,78
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,run,5,1,3,-58,-10
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,2,run,7,2,5,150,26
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,run,51,3,79,141,58
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,run,51,2,81,137,68
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,5,run,51,1,82,146,-40
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,run,53,1,83,-111,66
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,2,run,55,1,85,136,70
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,2,run,57,1,87,-130,4
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,run,47,1,75,146,5
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,run,49,1,76,131,32
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,6,run,59,1,97,144,40
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,2,run,61,1,101,-76,118
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,four,63,4,107,-44,167
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,6,run,63,1,108,-121,-34
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,run,65,1,111,-76,95
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,run,81,3,126,41,158
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,5,run,81,1,127,32,-73
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,run,67,1,114,-63,29
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,run,69,1,116,148,58
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,run,77,1,119,-102,-10
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,6,run,71,2,118,-125,-4
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,run,106,2,175,-46,143
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,run,110,1,177,64,4
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Tom Latham,Bangladesh,6,run,2,1,5,101,26
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Tom Latham,Bangladesh,1,run,6,1,10,-75,-35
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Tom Latham,Bangladesh,1,run,8,2,13,-60,-132
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Tom Latham,Bangladesh,4,run,8,1,14,-59,115
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,1,run,31,1,37,53,-117
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,1,run,33,1,44,56,-125
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,4,run,33,1,45,134,-50
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,6,four,33,4,49,150,-94
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,4,four,10,4,4,-172,15
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,1,run,12,1,6,130,-10
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,4,four,12,4,10,-123,-120
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,3,run,14,1,12,112,-77
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,1,run,16,3,16,135,75
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,6,run,16,2,18,125,81
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,1,four,30,4,72,156,-82
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,1,run,21,3,37,-113,92
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,3,run,21,1,38,133,-16
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,2,four,30,4,76,-79,-156
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,5,run,30,1,77,121,-39
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,3,four,40,4,103,116,131
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,4,run,40,1,104,144,-42
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,2,run,51,1,6,139,-27
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,1,run,53,1,7,55,-17
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,4,four,53,4,11,-75,-155
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,4,four,55,4,17,153,-85
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,4,four,57,4,21,172,-35
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,4,run,49,1,5,-60,32
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,5,run,59,1,23,135,40
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,4,run,81,1,43,128,-17
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,2,run,67,1,26,39,-55
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,6,run,67,1,27,147,-41
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,1,run,71,2,32,-153,-23
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,1,run,77,1,35,80,-14
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,1,run,79,3,38,139,-55
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,5,run,71,1,33,120,50
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Ross Taylor,Bangladesh,6,run,47,1,40,47,-136
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,3,run,12,1,1,40,-145
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,4,four,14,4,6,-166,-18
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,6,run,14,1,7,-17,69
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,2,run,16,1,11,-75,113
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,2,four,28,4,43,-53,171
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,6,run,28,1,44,50,-130
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,2,run,21,1,19,136,-55
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,4,four,21,4,23,-23,173
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,5,four,21,4,27,62,165
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,6,run,30,1,46,48,-129
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,BJ Watling,Bangladesh,1,four,132,4,48,147,99
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,BJ Watling,Bangladesh,6,run,132,1,49,109,107
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,BJ Watling,Bangladesh,5,run,108,1,12,152,-1
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,BJ Watling,Bangladesh,6,run,110,1,14,85,-115
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,BJ Watling,Bangladesh,3,run,112,1,16,-55,-71
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,BJ Watling,Bangladesh,4,run,114,1,17,147,-36
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,BJ Watling,Bangladesh,3,run,116,2,20,135,-55
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,BJ Watling,Bangladesh,4,run,116,1,21,126,-51
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Mitchell Santner,Bangladesh,2,four,130,4,28,99,139
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Mitchell Santner,Bangladesh,3,run,130,1,29,146,6
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Mitchell Santner,Bangladesh,6,four,116,4,13,92,-152
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Mitchell Santner,Bangladesh,6,run,112,1,1,87,-13
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Jeet Raval,Bangladesh,5,four,4,4,7,90,153
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Jeet Raval,Bangladesh,6,four,4,4,11,99,148
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Jeet Raval,Bangladesh,6,run,6,2,14,-97,109
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Jeet Raval,Bangladesh,2,four,8,4,18,-157,65
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Jeet Raval,Bangladesh,3,run,8,3,21,-124,105
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,run,4,1,2,74,19
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,run,20,1,29,-60,137
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,run,28,1,40,-110,93
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,2,run,22,1,30,-61,131
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,6,four,45,4,73,162,-78
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,four,41,4,65,175,9
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,run,85,3,132,-146,-60
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,3,four,85,4,136,-145,97
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,5,run,85,2,138,-101,-105
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,four,87,4,145,160,-84
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,run,89,2,147,140,67
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,5,run,89,1,148,-95,107
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,run,102,1,162,75,-4
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,four,104,4,173,148,92
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,4,run,20,1,2,-16,-130
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,2,run,26,1,26,87,87
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,1,run,28,1,30,-46,140
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,5,run,28,1,31,-108,83
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,1,run,22,3,20,-127,-78
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,6,four,22,4,24,-168,-36
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,1,four,23,4,43,161,68
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,2,four,23,4,47,-69,162
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,3,run,23,1,48,88,-83
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,6,four,23,4,52,-54,165
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,1,four,25,4,61,125,-120
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,2,run,25,1,62,-44,123
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,2,run,39,1,99,-34,-13
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,3,run,35,3,94,-91,-125
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,5,run,35,1,95,145,-62
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Kane Williamson,Bangladesh,2,run,37,1,97,-130,76
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,3,run,76,1,34,54,-20
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Henry Nicholls,Bangladesh,2,run,85,1,49,68,-21
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Ross Taylor,Bangladesh,6,run,43,3,36,144,-64
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Ross Taylor,Bangladesh,5,run,45,1,38,77,-74
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,4,run,23,1,32,121,80
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,6,run,25,1,34,-62,0
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,2,run,35,1,55,137,73
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,4,run,35,1,56,-143,51
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Ross Taylor,Bangladesh,6,four,35,4,60,-138,104
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Colin de Grandhomme,Bangladesh,2,four,98,4,8,-130,115
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Colin de Grandhomme,Bangladesh,3,six,98,6,14,176,-26
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,BJ Watling,Bangladesh,3,run,102,1,2,53,-117
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,BJ Watling,Bangladesh,5,four,102,4,6,-97,-148
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Mitchell Santner,Bangladesh,1,run,147,1,66,99,110
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Mitchell Santner,Bangladesh,2,four,145,4,63,-135,-110
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Mitchell Santner,Bangladesh,5,run,145,1,64,52,32
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Jeet Raval,Bangladesh,2,run,1,1,1,-54,140
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Jeet Raval,Bangladesh,4,four,5,4,6,-171,-34
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,6,run,19,1,28,98,41
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,run,23,1,31,23,-79
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,5,four,25,4,35,-6,176
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,6,four,25,4,39,76,157
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,four,44,4,69,128,126
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,2,run,46,1,74,128,74
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,6,run,92,1,154,130,-28
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,1,run,94,1,156,118,58
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,5,run,94,1,157,57,-10
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,2,run,96,1,159,60,87
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,4,four,90,4,152,160,68
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Tom Latham,Bangladesh,5,run,90,1,153,-155,4
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Tom Latham,Bangladesh,1,run,1,3,3,-155,47
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Tom Latham,Bangladesh,5,run,1,1,4,-88,118
1019985,2017,"Basin Reserve, Wellington",New Zealand,4,Tom Latham,Bangladesh,5,four,3,4,9,-151,82
1019985,2017,"Basin Reserve, Wellington",New Zealand,2,Kane Williamson,Bangladesh,3,run,17,1,1,66,-22
